id	user_id	movie_id	tag	tagged_at
00000000-0000-0000-0000-000000000289_000003	00000000-0000-0000-0000-000000000289	3	moldy	2006-03-27 11:01:00
00000000-0000-0000-0000-000000000289_000003	00000000-0000-0000-0000-000000000289	3	old	2006-03-27 11:01:00
00000000-0000-0000-0000-000000000289_000527	00000000-0000-0000-0000-000000000289	527	moving	2006-03-27 11:01:35
00000000-0000-0000-0000-000000000289_001101	00000000-0000-0000-0000-000000000289	1101	predictable	2006-03-27 11:00:46
00000000-0000-0000-0000-000000000291_050872	00000000-0000-0000-0000-000000000291	50872	a clever chef rat	2016-01-18 02:25:51
00000000-0000-0000-0000-000000000291_050872	00000000-0000-0000-0000-000000000291	50872	inspirational	2016-01-18 02:25:59
00000000-0000-0000-0000-000000000291_102007	00000000-0000-0000-0000-000000000291	102007	animation	2016-01-19 01:37:27
00000000-0000-0000-0000-000000000291_118696	00000000-0000-0000-0000-000000000291	118696	hope	2016-01-19 01:37:59
00000000-0000-0000-0000-000000000300_006711	00000000-0000-0000-0000-000000000300	6711	atmospheric	2015-03-03 12:12:23
00000000-0000-0000-0000-000000000305_004034	00000000-0000-0000-0000-000000000305	4034	drugs	2016-05-11 07:35:21
00000000-0000-0000-0000-000000000305_004995	00000000-0000-0000-0000-000000000305	4995	mathematics	2016-05-28 18:46:23
00000000-0000-0000-0000-000000000305_006502	00000000-0000-0000-0000-000000000305	6502	zombies	2018-05-03 00:19:19
00000000-0000-0000-0000-000000000305_006953	00000000-0000-0000-0000-000000000305	6953	DEPRESSING	2016-05-05 06:40:32
00000000-0000-0000-0000-000000000305_008641	00000000-0000-0000-0000-000000000305	8641	stupid	2018-03-11 03:37:58
00000000-0000-0000-0000-000000000305_034405	00000000-0000-0000-0000-000000000305	34405	predictable	2018-03-06 06:22:01
00000000-0000-0000-0000-000000000305_055721	00000000-0000-0000-0000-000000000305	55721	Favelas	2016-05-11 07:36:17
00000000-0000-0000-0000-000000000305_083134	00000000-0000-0000-0000-000000000305	83134	black comedy	2018-02-17 05:04:37
00000000-0000-0000-0000-000000000318_000778	00000000-0000-0000-0000-000000000318	778	based on a book	2010-02-17 21:11:50
00000000-0000-0000-0000-000000000318_000778	00000000-0000-0000-0000-000000000318	778	dark comedy	2010-02-17 21:11:47
00000000-0000-0000-0000-000000000318_000778	00000000-0000-0000-0000-000000000318	778	narrated	2010-02-17 21:11:43
00000000-0000-0000-0000-000000000318_004612	00000000-0000-0000-0000-000000000318	4612	reciprocal spectator	2014-11-16 06:21:52
00000000-0000-0000-0000-000000000318_004708	00000000-0000-0000-0000-000000000318	4708	reciprocal spectator	2014-11-16 06:21:30
00000000-0000-0000-0000-000000000318_006400	00000000-0000-0000-0000-000000000318	6400	documentary	2011-09-07 03:18:56
00000000-0000-0000-0000-000000000318_030892	00000000-0000-0000-0000-000000000318	30892	Animation	2009-04-20 01:29:50
00000000-0000-0000-0000-000000000318_030892	00000000-0000-0000-0000-000000000318	30892	Documentary	2009-04-20 01:29:11
00000000-0000-0000-0000-000000000318_030892	00000000-0000-0000-0000-000000000318	30892	Henry Darger	2009-04-20 01:29:20
00000000-0000-0000-0000-000000000318_048698	00000000-0000-0000-0000-000000000318	48698	the catholic church is the most corrupt organization in history	2010-06-08 23:09:49
00000000-0000-0000-0000-000000000318_064034	00000000-0000-0000-0000-000000000318	64034	childish naivity	2009-05-13 05:33:24
00000000-0000-0000-0000-000000000318_064034	00000000-0000-0000-0000-000000000318	64034	friendship	2009-05-13 05:33:47
00000000-0000-0000-0000-000000000318_068954	00000000-0000-0000-0000-000000000318	68954	adventure	2010-02-17 21:10:34
00000000-0000-0000-0000-000000000318_068954	00000000-0000-0000-0000-000000000318	68954	Bechdel Test:Fail	2010-02-17 21:10:41
00000000-0000-0000-0000-000000000318_068954	00000000-0000-0000-0000-000000000318	68954	cartoon	2010-02-17 21:10:38
00000000-0000-0000-0000-000000000318_068954	00000000-0000-0000-0000-000000000318	68954	children	2010-02-17 21:10:43
00000000-0000-0000-0000-000000000318_068954	00000000-0000-0000-0000-000000000318	68954	computer animation	2010-02-17 21:10:45
00000000-0000-0000-0000-000000000318_068954	00000000-0000-0000-0000-000000000318	68954	divorce	2010-02-17 21:10:56
00000000-0000-0000-0000-000000000318_068954	00000000-0000-0000-0000-000000000318	68954	dogs	2010-02-17 21:10:58
00000000-0000-0000-0000-000000000318_068954	00000000-0000-0000-0000-000000000318	68954	dreams	2010-02-17 21:11:02
00000000-0000-0000-0000-000000000318_068954	00000000-0000-0000-0000-000000000318	68954	Pixar	2010-02-17 21:11:15
00000000-0000-0000-0000-000000000318_071494	00000000-0000-0000-0000-000000000318	71494	Narrative pisstake	2015-03-20 01:49:01
00000000-0000-0000-0000-000000000318_081158	00000000-0000-0000-0000-000000000318	81158	american idolatry	2011-03-07 08:09:14
00000000-0000-0000-0000-000000000318_082459	00000000-0000-0000-0000-000000000318	82459	atmospheric	2011-03-19 06:57:43
00000000-0000-0000-0000-000000000318_082459	00000000-0000-0000-0000-000000000318	82459	Coen Brothers	2011-03-19 06:57:57
00000000-0000-0000-0000-000000000318_082459	00000000-0000-0000-0000-000000000318	82459	Jeff Bridges	2011-03-19 06:57:59
00000000-0000-0000-0000-000000000318_082459	00000000-0000-0000-0000-000000000318	82459	Matt Damon	2011-03-19 06:58:00
00000000-0000-0000-0000-000000000318_082459	00000000-0000-0000-0000-000000000318	82459	predictable	2011-03-19 06:56:45
00000000-0000-0000-0000-000000000318_090769	00000000-0000-0000-0000-000000000318	90769	celebrity fetishism	2015-01-29 18:38:40
00000000-0000-0000-0000-000000000318_090769	00000000-0000-0000-0000-000000000318	90769	mediacentralism	2015-01-29 18:38:40
00000000-0000-0000-0000-000000000318_090769	00000000-0000-0000-0000-000000000318	90769	system holism	2015-01-29 18:38:40
00000000-0000-0000-0000-000000000318_096084	00000000-0000-0000-0000-000000000318	96084	city politics	2015-01-13 19:42:15
00000000-0000-0000-0000-000000000318_096084	00000000-0000-0000-0000-000000000318	96084	italy	2015-01-13 19:42:15
00000000-0000-0000-0000-000000000318_096084	00000000-0000-0000-0000-000000000318	96084	political right versus left	2015-01-13 19:42:15
00000000-0000-0000-0000-000000000318_111364	00000000-0000-0000-0000-000000000318	111364	Creature Feature	2014-10-31 03:31:58
00000000-0000-0000-0000-000000000318_118784	00000000-0000-0000-0000-000000000318	118784	documentary	2015-01-05 04:49:52
00000000-0000-0000-0000-000000000318_118784	00000000-0000-0000-0000-000000000318	118784	music industry	2015-01-05 04:49:52
00000000-0000-0000-0000-000000000318_118784	00000000-0000-0000-0000-000000000318	118784	remix culture	2015-01-05 04:49:52
00000000-0000-0000-0000-000000000318_127172	00000000-0000-0000-0000-000000000318	127172	film history	2015-02-06 20:36:05
00000000-0000-0000-0000-000000000318_127172	00000000-0000-0000-0000-000000000318	127172	poetic	2015-02-06 20:36:05
00000000-0000-0000-0000-000000000318_127172	00000000-0000-0000-0000-000000000318	127172	representation of children	2015-02-06 20:36:05
00000000-0000-0000-0000-000000000319_000364	00000000-0000-0000-0000-000000000319	364	Disney	2016-04-23 04:04:58
00000000-0000-0000-0000-000000000319_000364	00000000-0000-0000-0000-000000000319	364	Disney animated feature	2016-04-23 04:05:08
00000000-0000-0000-0000-000000000319_000364	00000000-0000-0000-0000-000000000319	364	Oscar (Best Music - Original Score)	2016-04-23 04:05:19
00000000-0000-0000-0000-000000000327_001288	00000000-0000-0000-0000-000000000327	1288	music	2009-02-16 22:14:28
00000000-0000-0000-0000-000000000327_001923	00000000-0000-0000-0000-000000000327	1923	Ben Stiller	2009-02-16 22:09:15
00000000-0000-0000-0000-000000000327_002616	00000000-0000-0000-0000-000000000327	2616	comic book	2009-02-16 21:58:18
00000000-0000-0000-0000-000000000327_003481	00000000-0000-0000-0000-000000000327	3481	music	2009-02-16 21:44:17
00000000-0000-0000-0000-000000000327_003897	00000000-0000-0000-0000-000000000327	3897	music	2009-02-16 21:56:19
00000000-0000-0000-0000-000000000327_008641	00000000-0000-0000-0000-000000000327	8641	awesome	2009-02-16 21:59:37
00000000-0000-0000-0000-000000000327_051255	00000000-0000-0000-0000-000000000327	51255	british comedy	2009-02-16 21:58:35
00000000-0000-0000-0000-000000000336_000001	00000000-0000-0000-0000-000000000336	1	pixar	2006-02-04 18:36:04
00000000-0000-0000-0000-000000000336_000153	00000000-0000-0000-0000-000000000336	153	superhero	2006-02-04 18:37:20
00000000-0000-0000-0000-000000000336_000552	00000000-0000-0000-0000-000000000336	552	knights	2006-02-04 18:37:05
00000000-0000-0000-0000-000000000336_001246	00000000-0000-0000-0000-000000000336	1246	highschool	2006-02-04 18:52:48
00000000-0000-0000-0000-000000000336_032587	00000000-0000-0000-0000-000000000336	32587	cult	2006-02-04 18:52:28
00000000-0000-0000-0000-000000000336_033660	00000000-0000-0000-0000-000000000336	33660	boksdrama	2006-02-04 18:43:23
00000000-0000-0000-0000-000000000336_034162	00000000-0000-0000-0000-000000000336	34162	stiller	2006-02-04 18:53:31
00000000-0000-0000-0000-000000000336_036529	00000000-0000-0000-0000-000000000336	36529	wapendrama	2006-02-04 18:44:49
00000000-0000-0000-0000-000000000336_037729	00000000-0000-0000-0000-000000000336	37729	animation	2006-02-04 19:01:34
00000000-0000-0000-0000-000000000336_038798	00000000-0000-0000-0000-000000000336	38798	sisters	2006-02-04 19:01:02
00000000-0000-0000-0000-000000000341_000260	00000000-0000-0000-0000-000000000341	260	ROBOTS AND ANDROIDS	2015-08-17 03:49:16
00000000-0000-0000-0000-000000000341_000260	00000000-0000-0000-0000-000000000341	260	space	2015-08-17 03:49:21
00000000-0000-0000-0000-000000000356_002146	00000000-0000-0000-0000-000000000356	2146	post-college	2008-12-13 13:36:35
00000000-0000-0000-0000-000000000356_037384	00000000-0000-0000-0000-000000000356	37384	restaurant	2008-12-13 13:27:38
00000000-0000-0000-0000-000000000356_040955	00000000-0000-0000-0000-000000000356	40955	transvestite	2008-12-13 12:58:09
00000000-0000-0000-0000-000000000356_044889	00000000-0000-0000-0000-000000000356	44889	satire	2008-12-13 13:01:03
00000000-0000-0000-0000-000000000356_061323	00000000-0000-0000-0000-000000000356	61323	dark comedy	2008-12-01 04:31:21
00000000-0000-0000-0000-000000000357_000039	00000000-0000-0000-0000-000000000357	39	chick flick	2012-09-26 11:51:07
00000000-0000-0000-0000-000000000357_000039	00000000-0000-0000-0000-000000000357	39	funny	2012-09-26 11:51:09
00000000-0000-0000-0000-000000000357_000039	00000000-0000-0000-0000-000000000357	39	Paul Rudd	2012-09-26 11:51:11
00000000-0000-0000-0000-000000000357_000039	00000000-0000-0000-0000-000000000357	39	quotable	2012-09-26 11:51:13
00000000-0000-0000-0000-000000000357_000039	00000000-0000-0000-0000-000000000357	39	seen more than once	2012-09-26 11:51:18
00000000-0000-0000-0000-000000000357_001059	00000000-0000-0000-0000-000000000357	1059	Amazing Cinematography	2012-09-26 11:40:35
00000000-0000-0000-0000-000000000357_001059	00000000-0000-0000-0000-000000000357	1059	Leonardo DiCaprio	2012-09-26 11:40:33
00000000-0000-0000-0000-000000000357_001059	00000000-0000-0000-0000-000000000357	1059	shakespeare	2012-09-26 11:41:04
00000000-0000-0000-0000-000000000357_001059	00000000-0000-0000-0000-000000000357	1059	updated classics	2012-09-26 11:40:43
00000000-0000-0000-0000-000000000357_002762	00000000-0000-0000-0000-000000000357	2762	Atmospheric	2012-09-26 11:35:02
00000000-0000-0000-0000-000000000357_002762	00000000-0000-0000-0000-000000000357	2762	Bruce Willis	2012-09-26 11:35:19
00000000-0000-0000-0000-000000000357_002762	00000000-0000-0000-0000-000000000357	2762	ghosts	2012-09-26 11:35:04
00000000-0000-0000-0000-000000000357_002762	00000000-0000-0000-0000-000000000357	2762	imdb top 250	2012-09-26 11:35:08
00000000-0000-0000-0000-000000000357_002762	00000000-0000-0000-0000-000000000357	2762	mindfuck	2012-09-26 11:35:10
00000000-0000-0000-0000-000000000357_002762	00000000-0000-0000-0000-000000000357	2762	stylized	2012-09-26 11:35:15
00000000-0000-0000-0000-000000000357_002762	00000000-0000-0000-0000-000000000357	2762	twist ending	2012-09-26 11:35:13
00000000-0000-0000-0000-000000000357_004370	00000000-0000-0000-0000-000000000357	4370	android(s)/cyborg(s)	2012-09-26 12:04:02
00000000-0000-0000-0000-000000000357_004370	00000000-0000-0000-0000-000000000357	4370	artificial intelligence	2012-09-26 12:03:58
00000000-0000-0000-0000-000000000357_004370	00000000-0000-0000-0000-000000000357	4370	Bittersweet	2012-09-26 12:03:48
00000000-0000-0000-0000-000000000357_004370	00000000-0000-0000-0000-000000000357	4370	Steven Spielberg	2012-09-26 12:03:55
00000000-0000-0000-0000-000000000357_005464	00000000-0000-0000-0000-000000000357	5464	cinematography	2012-09-26 11:39:34
00000000-0000-0000-0000-000000000357_005464	00000000-0000-0000-0000-000000000357	5464	Tom Hanks	2012-09-26 11:39:39
00000000-0000-0000-0000-000000000357_007078	00000000-0000-0000-0000-000000000357	7078	Bette Davis	2012-09-26 12:01:45
00000000-0000-0000-0000-000000000357_007078	00000000-0000-0000-0000-000000000357	7078	Oscar (Best Actress)	2012-09-26 12:01:42
00000000-0000-0000-0000-000000000357_007444	00000000-0000-0000-0000-000000000357	7444	Mark Ruffalo	2012-09-26 11:52:40
00000000-0000-0000-0000-000000000357_007451	00000000-0000-0000-0000-000000000357	7451	clever	2012-09-26 11:51:47
00000000-0000-0000-0000-000000000357_007451	00000000-0000-0000-0000-000000000357	7451	High School	2012-09-26 11:51:42
00000000-0000-0000-0000-000000000357_007451	00000000-0000-0000-0000-000000000357	7451	lesbian subtext	2012-09-26 11:51:49
00000000-0000-0000-0000-000000000357_048516	00000000-0000-0000-0000-000000000357	48516	Leonardo DiCaprio	2012-09-26 11:39:09
00000000-0000-0000-0000-000000000357_048516	00000000-0000-0000-0000-000000000357	48516	suspense	2012-09-26 11:39:12
00000000-0000-0000-0000-000000000357_048516	00000000-0000-0000-0000-000000000357	48516	twist ending	2012-09-26 11:39:14
00000000-0000-0000-0000-000000000357_048516	00000000-0000-0000-0000-000000000357	48516	undercover cop	2012-09-26 11:39:16
00000000-0000-0000-0000-000000000357_054997	00000000-0000-0000-0000-000000000357	54997	Christian Bale	2012-09-26 11:39:55
00000000-0000-0000-0000-000000000357_055290	00000000-0000-0000-0000-000000000357	55290	Casey Affleck	2012-09-26 11:38:36
00000000-0000-0000-0000-000000000357_055290	00000000-0000-0000-0000-000000000357	55290	great performances	2012-09-26 11:38:47
00000000-0000-0000-0000-000000000357_055290	00000000-0000-0000-0000-000000000357	55290	twist	2012-09-26 11:38:51
00000000-0000-0000-0000-000000000357_091500	00000000-0000-0000-0000-000000000357	91500	ending	2012-09-26 11:35:41
00000000-0000-0000-0000-000000000357_091529	00000000-0000-0000-0000-000000000357	91529	Anne Hathaway	2012-09-26 11:32:38
00000000-0000-0000-0000-000000000357_091529	00000000-0000-0000-0000-000000000357	91529	Christian Bale	2012-09-26 11:32:35
00000000-0000-0000-0000-000000000357_091529	00000000-0000-0000-0000-000000000357	91529	Christopher Nolan	2012-09-26 11:32:40
00000000-0000-0000-0000-000000000357_091529	00000000-0000-0000-0000-000000000357	91529	comic book	2012-09-26 11:32:55
00000000-0000-0000-0000-000000000357_091529	00000000-0000-0000-0000-000000000357	91529	great ending	2012-09-26 11:32:59
00000000-0000-0000-0000-000000000357_091529	00000000-0000-0000-0000-000000000357	91529	Morgan Freeman	2012-09-26 11:32:46
00000000-0000-0000-0000-000000000357_091529	00000000-0000-0000-0000-000000000357	91529	political commentary	2012-09-26 11:33:06
00000000-0000-0000-0000-000000000357_091529	00000000-0000-0000-0000-000000000357	91529	superhero	2012-09-26 11:33:10
00000000-0000-0000-0000-000000000419_098961	00000000-0000-0000-0000-000000000419	98961	Afghanistan	2013-03-10 07:15:27
00000000-0000-0000-0000-000000000419_098961	00000000-0000-0000-0000-000000000419	98961	American propaganda	2013-03-10 07:14:50
00000000-0000-0000-0000-000000000419_098961	00000000-0000-0000-0000-000000000419	98961	assassination	2013-03-10 07:15:08
00000000-0000-0000-0000-000000000419_098961	00000000-0000-0000-0000-000000000419	98961	military	2013-03-10 07:15:15
00000000-0000-0000-0000-000000000419_098961	00000000-0000-0000-0000-000000000419	98961	terrorism	2013-03-10 07:15:03
00000000-0000-0000-0000-000000000424_000032	00000000-0000-0000-0000-000000000424	32	time travel	2016-03-14 05:44:32
00000000-0000-0000-0000-000000000424_000047	00000000-0000-0000-0000-000000000424	47	mystery	2016-03-13 13:14:30
00000000-0000-0000-0000-000000000424_000047	00000000-0000-0000-0000-000000000424	47	twist ending	2016-03-13 13:14:18
00000000-0000-0000-0000-000000000424_000050	00000000-0000-0000-0000-000000000424	50	mindfuck	2016-03-13 13:12:08
00000000-0000-0000-0000-000000000424_000050	00000000-0000-0000-0000-000000000424	50	suspense	2016-03-13 13:11:55
00000000-0000-0000-0000-000000000424_000050	00000000-0000-0000-0000-000000000424	50	thriller	2016-03-13 13:12:12
00000000-0000-0000-0000-000000000424_000050	00000000-0000-0000-0000-000000000424	50	tricky	2016-03-13 13:12:20
00000000-0000-0000-0000-000000000424_000050	00000000-0000-0000-0000-000000000424	50	twist ending	2016-03-13 13:11:46
00000000-0000-0000-0000-000000000424_000147	00000000-0000-0000-0000-000000000424	147	addiction	2016-03-14 05:40:27
00000000-0000-0000-0000-000000000424_000147	00000000-0000-0000-0000-000000000424	147	heroin	2016-03-14 05:40:31
00000000-0000-0000-0000-000000000424_000147	00000000-0000-0000-0000-000000000424	147	Leonardo DiCaprio	2016-03-14 05:40:25
00000000-0000-0000-0000-000000000424_000147	00000000-0000-0000-0000-000000000424	147	Mark Wahlberg	2016-03-14 05:40:24
00000000-0000-0000-0000-000000000424_000175	00000000-0000-0000-0000-000000000424	175	controversial	2016-03-14 05:41:05
00000000-0000-0000-0000-000000000424_000175	00000000-0000-0000-0000-000000000424	175	New York City	2016-03-14 05:41:11
00000000-0000-0000-0000-000000000424_000175	00000000-0000-0000-0000-000000000424	175	Nudity (Full Frontal)	2016-03-14 05:41:08
00000000-0000-0000-0000-000000000424_000223	00000000-0000-0000-0000-000000000424	223	cynical	2016-03-13 13:41:06
00000000-0000-0000-0000-000000000424_000223	00000000-0000-0000-0000-000000000424	223	hilarious	2016-03-13 13:41:26
00000000-0000-0000-0000-000000000424_000223	00000000-0000-0000-0000-000000000424	223	independent film	2016-03-13 13:41:24
00000000-0000-0000-0000-000000000424_000223	00000000-0000-0000-0000-000000000424	223	quirky	2016-03-13 13:41:13
00000000-0000-0000-0000-000000000424_000223	00000000-0000-0000-0000-000000000424	223	witty	2016-03-13 13:41:20
00000000-0000-0000-0000-000000000424_000260	00000000-0000-0000-0000-000000000424	260	classic sci-fi	2016-03-14 05:26:12
00000000-0000-0000-0000-000000000424_000260	00000000-0000-0000-0000-000000000424	260	sci-fi	2016-03-14 05:26:06
00000000-0000-0000-0000-000000000424_000260	00000000-0000-0000-0000-000000000424	260	space adventure	2016-03-14 05:26:10
00000000-0000-0000-0000-000000000424_000260	00000000-0000-0000-0000-000000000424	260	Star Wars	2016-03-14 05:26:15
00000000-0000-0000-0000-000000000424_000288	00000000-0000-0000-0000-000000000424	288	brutality	2016-03-13 14:16:24
00000000-0000-0000-0000-000000000424_000288	00000000-0000-0000-0000-000000000424	288	controversial	2016-03-13 14:16:35
00000000-0000-0000-0000-000000000424_000288	00000000-0000-0000-0000-000000000424	288	dark comedy	2016-03-13 14:16:20
00000000-0000-0000-0000-000000000424_000288	00000000-0000-0000-0000-000000000424	288	psychedelic	2016-03-13 14:16:31
00000000-0000-0000-0000-000000000424_000288	00000000-0000-0000-0000-000000000424	288	satire	2016-03-13 14:16:38
00000000-0000-0000-0000-000000000424_000288	00000000-0000-0000-0000-000000000424	288	stylized	2016-03-13 14:16:29
00000000-0000-0000-0000-000000000424_000296	00000000-0000-0000-0000-000000000424	296	cult film	2016-03-13 13:49:06
00000000-0000-0000-0000-000000000424_000296	00000000-0000-0000-0000-000000000424	296	drugs	2016-03-13 13:49:10
00000000-0000-0000-0000-000000000424_000296	00000000-0000-0000-0000-000000000424	296	Quentin Tarantino	2016-03-13 13:49:01
00000000-0000-0000-0000-000000000424_000296	00000000-0000-0000-0000-000000000424	296	Tarantino	2016-03-13 13:49:17
00000000-0000-0000-0000-000000000424_000364	00000000-0000-0000-0000-000000000424	364	soundtrack	2016-03-13 14:04:57
00000000-0000-0000-0000-000000000424_000527	00000000-0000-0000-0000-000000000424	527	thought-provoking	2016-03-14 05:30:41
00000000-0000-0000-0000-000000000424_000541	00000000-0000-0000-0000-000000000424	541	sci-fi	2016-03-14 05:28:38
00000000-0000-0000-0000-000000000424_000589	00000000-0000-0000-0000-000000000424	589	apocalypse	2016-03-13 13:54:14
00000000-0000-0000-0000-000000000424_000589	00000000-0000-0000-0000-000000000424	589	Arnold Schwarzenegger	2016-03-13 13:54:01
00000000-0000-0000-0000-000000000424_000589	00000000-0000-0000-0000-000000000424	589	nuclear war	2016-03-13 13:54:21
00000000-0000-0000-0000-000000000424_000589	00000000-0000-0000-0000-000000000424	589	sci-fi	2016-03-13 13:54:07
00000000-0000-0000-0000-000000000424_000589	00000000-0000-0000-0000-000000000424	589	Suspense	2016-03-13 13:54:24
00000000-0000-0000-0000-000000000424_000589	00000000-0000-0000-0000-000000000424	589	time travel	2016-03-13 13:54:03
00000000-0000-0000-0000-000000000424_000608	00000000-0000-0000-0000-000000000424	608	based on a true story	2016-03-14 05:28:02
00000000-0000-0000-0000-000000000424_000608	00000000-0000-0000-0000-000000000424	608	dark comedy	2016-03-14 05:27:50
00000000-0000-0000-0000-000000000424_000608	00000000-0000-0000-0000-000000000424	608	KIDNAPPING	2016-03-14 05:27:57
00000000-0000-0000-0000-000000000424_000608	00000000-0000-0000-0000-000000000424	608	Steve Buscemi	2016-03-14 05:27:45
00000000-0000-0000-0000-000000000424_000628	00000000-0000-0000-0000-000000000424	628	edward norton	2016-03-13 13:36:14
00000000-0000-0000-0000-000000000424_000628	00000000-0000-0000-0000-000000000424	628	psychology	2016-03-13 13:36:16
00000000-0000-0000-0000-000000000424_000628	00000000-0000-0000-0000-000000000424	628	suspense	2016-03-13 13:36:22
00000000-0000-0000-0000-000000000424_000628	00000000-0000-0000-0000-000000000424	628	thought-provoking	2016-03-13 13:36:20
00000000-0000-0000-0000-000000000424_000628	00000000-0000-0000-0000-000000000424	628	twist ending	2016-03-13 13:36:11
00000000-0000-0000-0000-000000000424_001089	00000000-0000-0000-0000-000000000424	1089	ensemble cast	2016-03-13 13:52:19
00000000-0000-0000-0000-000000000424_001089	00000000-0000-0000-0000-000000000424	1089	nonlinear	2016-03-13 13:52:22
00000000-0000-0000-0000-000000000424_001089	00000000-0000-0000-0000-000000000424	1089	Quentin Tarantino	2016-03-13 13:52:09
00000000-0000-0000-0000-000000000424_001089	00000000-0000-0000-0000-000000000424	1089	stylized	2016-03-13 13:52:17
00000000-0000-0000-0000-000000000424_001120	00000000-0000-0000-0000-000000000424	1120	freedom of expression	2016-03-13 14:05:58
00000000-0000-0000-0000-000000000424_001136	00000000-0000-0000-0000-000000000424	1136	british comedy	2016-03-14 05:38:18
00000000-0000-0000-0000-000000000424_001136	00000000-0000-0000-0000-000000000424	1136	Monty Python	2016-03-14 05:38:16
00000000-0000-0000-0000-000000000424_001193	00000000-0000-0000-0000-000000000424	1193	emotional	2016-03-13 13:34:48
00000000-0000-0000-0000-000000000424_001193	00000000-0000-0000-0000-000000000424	1193	jack nicholson	2016-03-13 13:34:44
00000000-0000-0000-0000-000000000424_001198	00000000-0000-0000-0000-000000000424	1198	adventure	2016-03-14 05:32:09
00000000-0000-0000-0000-000000000424_001198	00000000-0000-0000-0000-000000000424	1198	archaeology	2016-03-14 05:37:44
00000000-0000-0000-0000-000000000424_001198	00000000-0000-0000-0000-000000000424	1198	indiana jones	2016-03-14 05:32:12
00000000-0000-0000-0000-000000000424_001198	00000000-0000-0000-0000-000000000424	1198	Steven Spielberg	2016-03-14 05:37:46
00000000-0000-0000-0000-000000000424_001198	00000000-0000-0000-0000-000000000424	1198	treasure hunt	2016-03-14 05:37:51
00000000-0000-0000-0000-000000000424_001200	00000000-0000-0000-0000-000000000424	1200	action	2016-03-14 05:34:18
00000000-0000-0000-0000-000000000424_001200	00000000-0000-0000-0000-000000000424	1200	aliens	2016-03-14 05:34:12
00000000-0000-0000-0000-000000000424_001200	00000000-0000-0000-0000-000000000424	1200	horror	2016-03-14 05:34:25
00000000-0000-0000-0000-000000000424_001200	00000000-0000-0000-0000-000000000424	1200	sci-fi	2016-03-14 05:34:05
00000000-0000-0000-0000-000000000424_001200	00000000-0000-0000-0000-000000000424	1200	space	2016-03-14 05:34:21
00000000-0000-0000-0000-000000000424_001200	00000000-0000-0000-0000-000000000424	1200	space craft	2016-03-14 05:34:34
00000000-0000-0000-0000-000000000424_001200	00000000-0000-0000-0000-000000000424	1200	SPACE TRAVEL	2016-03-14 05:34:29
00000000-0000-0000-0000-000000000424_001200	00000000-0000-0000-0000-000000000424	1200	suspense	2016-03-14 05:34:16
00000000-0000-0000-0000-000000000424_001219	00000000-0000-0000-0000-000000000424	1219	Alfred Hitchcock	2016-03-14 05:54:15
00000000-0000-0000-0000-000000000424_001219	00000000-0000-0000-0000-000000000424	1219	psychology	2016-03-14 05:54:19
00000000-0000-0000-0000-000000000424_001219	00000000-0000-0000-0000-000000000424	1219	suspenseful	2016-03-14 05:54:12
00000000-0000-0000-0000-000000000424_001219	00000000-0000-0000-0000-000000000424	1219	tense	2016-03-14 05:54:21
00000000-0000-0000-0000-000000000424_001240	00000000-0000-0000-0000-000000000424	1240	Action	2016-03-14 05:35:08
00000000-0000-0000-0000-000000000424_001240	00000000-0000-0000-0000-000000000424	1240	artificial intelligence	2016-03-14 05:35:13
00000000-0000-0000-0000-000000000424_001240	00000000-0000-0000-0000-000000000424	1240	robots	2016-03-14 05:35:05
00000000-0000-0000-0000-000000000424_001240	00000000-0000-0000-0000-000000000424	1240	Sci-Fi	2016-03-14 05:35:02
00000000-0000-0000-0000-000000000424_001240	00000000-0000-0000-0000-000000000424	1240	special effects	2016-03-14 05:35:22
00000000-0000-0000-0000-000000000424_001240	00000000-0000-0000-0000-000000000424	1240	tense	2016-03-14 05:35:19
00000000-0000-0000-0000-000000000424_001240	00000000-0000-0000-0000-000000000424	1240	time travel	2016-03-14 05:35:00
00000000-0000-0000-0000-000000000424_001258	00000000-0000-0000-0000-000000000424	1258	atmospheric	2016-03-13 13:29:04
00000000-0000-0000-0000-000000000424_001258	00000000-0000-0000-0000-000000000424	1258	disturbing	2016-03-13 13:29:07
00000000-0000-0000-0000-000000000424_001258	00000000-0000-0000-0000-000000000424	1258	Horror	2016-03-13 13:29:12
00000000-0000-0000-0000-000000000424_001258	00000000-0000-0000-0000-000000000424	1258	jack nicholson	2016-03-13 13:29:00
00000000-0000-0000-0000-000000000424_001258	00000000-0000-0000-0000-000000000424	1258	masterpiece	2016-03-13 13:29:14
00000000-0000-0000-0000-000000000424_001258	00000000-0000-0000-0000-000000000424	1258	psychological	2016-03-13 13:29:02
00000000-0000-0000-0000-000000000424_001258	00000000-0000-0000-0000-000000000424	1258	Stanley Kubrick	2016-03-13 13:28:58
00000000-0000-0000-0000-000000000424_001258	00000000-0000-0000-0000-000000000424	1258	suspense	2016-03-13 13:29:21
00000000-0000-0000-0000-000000000424_001343	00000000-0000-0000-0000-000000000424	1343	horror	2016-03-13 14:17:37
00000000-0000-0000-0000-000000000424_001343	00000000-0000-0000-0000-000000000424	1343	Juliette Lewis	2016-03-13 14:17:24
00000000-0000-0000-0000-000000000424_001343	00000000-0000-0000-0000-000000000424	1343	Martin Scorsese	2016-03-13 14:17:32
