id	base_movie_id	rank	movie_id	score
000320_11	320	11	1569	1.0
000320_12	320	12	372	1.0
000320_13	320	13	3158	1.0
000320_14	320	14	2420	1.0
000320_15	320	15	785	1.0
000320_16	320	16	2422	1.0
000320_17	320	17	2424	1.0
000320_18	320	18	3183	1.0
000320_19	320	19	3185	1.0
000320_20	320	20	2427	1.0
000321_01	321	1	475	1.0000000000000002
000321_02	321	2	357	1.0000000000000002
000321_03	321	3	1028	1.0000000000000002
000321_04	321	4	1246	1.0000000000000002
000321_05	321	5	1090	1.0000000000000002
000321_06	321	6	1094	1.0000000000000002
000321_07	321	7	224	1.0000000000000002
000321_08	321	8	147	1.0000000000000002
000321_09	321	9	590	1.0000000000000002
000321_10	321	10	1172	1.0000000000000002
000321_11	321	11	1185	1.0000000000000002
000321_12	321	12	1186	1.0000000000000002
000321_13	321	13	1293	1.0000000000000002
000321_14	321	14	1217	1.0000000000000002
000321_15	321	15	1225	1.0000000000000002
000321_16	321	16	1136	1.0000000000000002
000321_17	321	17	920	1.0000000000000002
000321_18	321	18	1259	1.0000000000000002
000321_19	321	19	194	1.0000000000000002
000321_20	321	20	900	1.0000000000000002
000322_01	322	1	953	1.0000000000000002
000322_02	322	2	2522	1.0000000000000002
000322_03	322	3	4979	1.0000000000000002
000322_04	322	4	3563	1.0
000322_05	322	5	3668	1.0
000322_06	322	6	95780	1.0
000322_07	322	7	3658	1.0
000322_08	322	8	3655	1.0
000322_09	322	9	3649	1.0
000322_10	322	10	3637	1.0
000322_11	322	11	95088	1.0
000322_12	322	12	3629	1.0
000322_13	322	13	95135	1.0
000322_14	322	14	95145	1.0
000322_15	322	15	95147	1.0
000322_16	322	16	95163	1.0
000322_17	322	17	95165	1.0
000322_18	322	18	3675	1.0
000322_19	322	19	95182	1.0
000322_20	322	20	3606	1.0
000324_01	324	1	899	1.0
000324_02	324	2	1296	1.0
000324_03	324	3	1299	1.0
000324_04	324	4	1300	1.0
000324_05	324	5	1302	1.0
000324_06	324	6	1304	1.0
000324_07	324	7	1307	1.0
000324_08	324	8	1295	1.0
000324_09	324	9	477	1.0
000324_10	324	10	474	1.0
000324_11	324	11	457	1.0
000324_12	324	12	454	1.0
000324_13	324	13	446	1.0
000324_14	324	14	1343	1.0
000324_15	324	15	440	1.0
000324_16	324	16	475	1.0
000324_17	324	17	1293	1.0
000324_18	324	18	1292	1.0
000324_19	324	19	1288	1.0
000324_20	324	20	534	1.0
000325_01	325	1	688	1.0000000000000002
000325_02	325	2	1615	1.0000000000000002
000325_03	325	3	5	1.0000000000000002
000325_04	325	4	809	1.0000000000000002
000325_05	325	5	4447	1.0
000325_06	325	6	7101	1.0
000325_07	325	7	7102	1.0
000325_08	325	8	54004	1.0
000325_09	325	9	2597	1.0
000325_10	325	10	5943	1.0
000325_11	325	11	5941	1.0
000325_12	325	12	54256	1.0
000325_13	325	13	2614	1.0
000325_14	325	14	2594	1.0
000325_15	325	15	2615	1.0
000325_16	325	16	7117	1.0
000325_17	325	17	33126	1.0
000325_18	325	18	54274	1.0
000325_19	325	19	2625	1.0
000325_20	325	20	54771	1.0
000326_01	326	1	1187	1.0000000000000002
000326_02	326	2	4708	1.0
000326_03	326	3	441	1.0
000326_04	326	4	1214	1.0
000326_05	326	5	3551	1.0
000326_06	326	6	4773	1.0
000326_07	326	7	435	1.0
000326_08	326	8	1218	1.0
000326_09	326	9	3002	1.0
000326_10	326	10	4776	1.0
000326_11	326	11	3556	1.0
000326_12	326	12	2997	1.0
000326_13	326	13	1233	1.0
000326_14	326	14	1236	1.0
000326_15	326	15	1237	1.0
000326_16	326	16	426	1.0
000326_17	326	17	423	1.0
000326_18	326	18	1248	1.0
000326_19	326	19	407	1.0
000326_20	326	20	3580	1.0
000327_01	327	1	5046	1.0000000000000002
000327_02	327	2	104241	1.0000000000000002
000327_03	327	3	50804	1.0000000000000002
000327_04	327	4	4149	1.0000000000000002
000327_05	327	5	3717	1.0000000000000002
000327_06	327	6	66203	1.0000000000000002
000327_07	327	7	5220	1.0000000000000002
000327_08	327	8	6169	1.0
000327_09	327	9	2451	1.0
000327_10	327	10	109282	1.0
000327_11	327	11	2439	1.0
000327_12	327	12	48560	1.0
000327_13	327	13	2430	1.0
000327_14	327	14	109483	1.0
000327_15	327	15	2422	1.0
000327_16	327	16	49649	1.0
000327_17	327	17	48412	1.0
000327_18	327	18	48319	1.0
000327_19	327	19	6249	1.0
000327_20	327	20	2453	1.0
000328_01	328	1	3699	1.0000000000000002
000328_02	328	2	76	1.0000000000000002
000328_03	328	3	8605	1.0
000328_04	328	4	71910	1.0
000328_05	328	5	71810	1.0
000328_06	328	6	1648	1.0
000328_07	328	7	1647	1.0
000328_08	328	8	71732	1.0
000328_09	328	9	4392	1.0
000328_10	328	10	1641	1.0
000328_11	328	11	4394	1.0
000328_12	328	12	4359	1.0
000328_13	328	13	71550	1.0
000328_14	328	14	71484	1.0
000328_15	328	15	133832	1.0
000328_16	328	16	71341	1.0
000328_17	328	17	1623	1.0
000328_18	328	18	4427	1.0
000328_19	328	19	71252	1.0
000328_20	328	20	71211	1.0
000329_01	329	1	6952	1.0000000000000002
000329_02	329	2	1913	1.0000000000000002
000329_03	329	3	828	1.0000000000000002
000329_04	329	4	469	1.0000000000000002
000329_05	329	5	119	1.0000000000000002
000329_06	329	6	6319	1.0000000000000002
000329_07	329	7	650	1.0000000000000002
000329_08	329	8	169	1.0000000000000002
000329_09	329	9	3051	1.0000000000000002
000329_10	329	10	7619	1.0000000000000002
000329_11	329	11	2093	1.0000000000000002
000329_12	329	12	3932	1.0
000329_13	329	13	4077	1.0
000329_14	329	14	77798	1.0
000329_15	329	15	4056	1.0
000329_16	329	16	3847	1.0
000329_17	329	17	4046	1.0
000329_18	329	18	78034	1.0
000329_19	329	19	78116	1.0
000329_20	329	20	4030	1.0
000330_01	330	1	44	1.0000000000000002
000330_02	330	2	1203	1.0
000330_03	330	3	2016	1.0
000330_04	330	4	1015	1.0
000330_05	330	5	1016	1.0
000330_06	330	6	70286	1.0
000330_07	330	7	3271	1.0
000330_08	330	8	2015	1.0
000330_09	330	9	1020	1.0
000330_10	330	10	4480	1.0
000330_11	330	11	5080	1.0
000330_12	330	12	1023	1.0
000330_13	330	13	6957	1.0
000330_14	330	14	1025	1.0
000330_15	330	15	27801	1.0
000330_16	330	16	2013	1.0
000330_17	330	17	3265	1.0
000330_18	330	18	1033	1.0
000330_19	330	19	6950	1.0
000330_20	330	20	27831	1.0
000331_01	331	1	2841	1.0
000331_02	331	2	3994	1.0
000331_03	331	3	3993	1.0
000331_04	331	4	1717	1.0
000331_05	331	5	4810	1.0
000331_06	331	6	3007	1.0
000331_07	331	7	1721	1.0
000331_08	331	8	345	1.0
000331_09	331	9	4304	1.0
000331_10	331	10	762	1.0
000331_11	331	11	3004	1.0
000331_12	331	12	4803	1.0
000331_13	331	13	4811	1.0
000331_14	331	14	1729	1.0
000331_15	331	15	778	1.0
000331_16	331	16	3983	1.0
000331_17	331	17	2278	1.0
000331_18	331	18	4802	1.0
000331_19	331	19	4312	1.0
000331_20	331	20	1409	1.0
000332_01	332	1	52604	1.0000000000000002
000332_02	332	2	2354	1.0000000000000002
000332_03	332	3	1474	1.0000000000000002
000332_04	332	4	5103	1.0000000000000002
000332_05	332	5	4477	1.0000000000000002
000332_06	332	6	3534	1.0000000000000002
000332_07	332	7	204	1.0000000000000002
000332_08	332	8	313	1.0000000000000002
000332_09	332	9	1894	1.0000000000000002
000332_10	332	10	2505	1.0000000000000002
000332_11	332	11	2275	1.0000000000000002
000332_12	332	12	1831	1.0000000000000002
000332_13	332	13	3189	1.0
000332_14	332	14	1541	1.0
000332_15	332	15	1593	1.0
000332_16	332	16	92391	1.0
000332_17	332	17	33188	1.0
000332_18	332	18	1529	1.0
000332_19	332	19	33629	1.0
000332_20	332	20	3219	1.0
000333_01	333	1	37382	1.0000000000000002
000333_02	333	2	1848	1.0000000000000002
000333_03	333	3	7030	1.0000000000000002
000333_04	333	4	44788	1.0000000000000002
000333_05	333	5	6062	1.0000000000000002
000333_06	333	6	70663	1.0
000333_07	333	7	8369	1.0
000333_08	333	8	50158	1.0
000333_09	333	9	4285	1.0
000333_10	333	10	4290	1.0
000333_11	333	11	90531	1.0
000333_12	333	12	8363	1.0
000333_13	333	13	1551	1.0
000333_14	333	14	1581	1.0
000333_15	333	15	1550	1.0
000333_16	333	16	1546	1.0
000333_17	333	17	4313	1.0
000333_18	333	18	50610	1.0
000333_19	333	19	1529	1.0
000333_20	333	20	50658	1.0
000334_01	334	1	923	1.0000000000000002
000334_02	334	2	1266	1.0000000000000002
000334_03	334	3	1288	1.0000000000000002
000334_04	334	4	1094	1.0000000000000002
000334_05	334	5	224	1.0000000000000002
000334_06	334	6	1	1.0
000334_07	334	7	4450	1.0
000334_08	334	8	1733	1.0
000334_09	334	9	3272	1.0
000334_10	334	10	1732	1.0
000334_11	334	11	2600	1.0
000334_12	334	12	722	1.0
000334_13	334	13	733	1.0
000334_14	334	14	1735	1.0
000334_15	334	15	735	1.0
000334_16	334	16	1719	1.0
000334_17	334	17	741	1.0
000334_18	334	18	3261	1.0
000334_19	334	19	3260	1.0
000334_20	334	20	2617	1.0
000335_01	335	1	329	1.0
000335_02	335	2	318	1.0
000335_03	335	3	1215	1.0
000335_04	335	4	316	1.0
000335_05	335	5	315	1.0
000335_06	335	6	1214	1.0
000335_07	335	7	1213	1.0
000335_08	335	8	1401	1.0
000335_09	335	9	1210	1.0
000335_10	335	10	161	1.0
000335_11	335	11	1060	1.0
000335_12	335	12	1408	1.0
000335_13	335	13	1208	1.0
000335_14	335	14	1411	1.0
000335_15	335	15	529	1.0
000335_16	335	16	1589	1.0
000335_17	335	17	1610	1.0
000335_18	335	18	1204	1.0
000335_19	335	19	1041	1.0
000335_20	335	20	1036	1.0
000336_01	336	1	256	1.0
000336_02	336	2	177	1.0
000336_03	336	3	179	1.0
000336_04	336	4	180	1.0
000336_05	336	5	181	1.0
000336_06	336	6	378	1.0
000336_07	336	7	185	1.0
000336_08	336	8	186	1.0
000336_09	336	9	374	1.0
000336_10	336	10	189	1.0
000336_11	336	11	191	1.0
000336_12	336	12	818	1.0
000336_13	336	13	371	1.0
000336_14	336	14	196	1.0
000336_15	336	15	201	1.0
000336_16	336	16	204	1.0
000336_17	336	17	205	1.0
000336_18	336	18	366	1.0
000336_19	336	19	208	1.0
000336_20	336	20	209	1.0
000337_01	337	1	7983	1.0000000000000002
000337_02	337	2	709	1.0000000000000002
000337_03	337	3	1066	1.0000000000000002
000337_04	337	4	39869	1.0000000000000002
000337_05	337	5	2185	1.0000000000000002
000337_06	337	6	3632	1.0000000000000002
000337_07	337	7	95449	1.0000000000000002
000337_08	337	8	7619	1.0000000000000002
000337_09	337	9	1703	1.0000000000000002
000337_10	337	10	2859	1.0000000000000002
000337_11	337	11	735	1.0000000000000002
000337_12	337	12	2203	1.0000000000000002
000337_13	337	13	6195	1.0000000000000002
000337_14	337	14	46850	1.0000000000000002
000337_15	337	15	7789	1.0000000000000002
000337_16	337	16	7584	1.0000000000000002
000337_17	337	17	55721	1.0000000000000002
000337_18	337	18	150548	1.0000000000000002
000337_19	337	19	7705	1.0000000000000002
000337_20	337	20	5187	1.0000000000000002
000338_01	338	1	990	1.0000000000000002
000338_02	338	2	2408	1.0000000000000002
000338_03	338	3	1588	1.0000000000000002
000338_04	338	4	3045	1.0000000000000002
000338_05	338	5	3999	1.0000000000000002
000338_06	338	6	9010	1.0000000000000002
000338_07	338	7	1958	1.0000000000000002
000338_08	338	8	2340	1.0000000000000002
000338_09	338	9	5570	1.0
000338_10	338	10	2035	1.0
000338_11	338	11	7257	1.0
000338_12	338	12	5573	1.0
000338_13	338	13	47518	1.0
000338_14	338	14	4256	1.0
000338_15	338	15	4589	1.0
000338_16	338	16	8462	1.0
000338_17	338	17	27912	1.0
000338_18	338	18	3563	1.0
000338_19	338	19	7258	1.0
000338_20	338	20	166558	1.0
000339_01	339	1	3395	1.0000000000000002
000339_02	339	2	3741	1.0000000000000002
000339_03	339	3	5693	1.0000000000000002
000339_04	339	4	1971	1.0000000000000002
000339_05	339	5	2227	1.0000000000000002
000339_06	339	6	3055	1.0000000000000002
000339_07	339	7	154	1.0000000000000002
000339_08	339	8	79057	1.0000000000000002
000339_09	339	9	1305	1.0000000000000002
000339_10	339	10	187593	1.0000000000000002
000339_11	339	11	2549	1.0000000000000002
000339_12	339	12	146	1.0000000000000002
000339_13	339	13	2554	1.0000000000000002
000339_14	339	14	4234	1.0000000000000002
000339_15	339	15	2943	1.0000000000000002
000339_16	339	16	68793	1.0000000000000002
000339_17	339	17	911	1.0000000000000002
000339_18	339	18	1238	1.0000000000000002
000339_19	339	19	3662	1.0000000000000002
000339_20	339	20	4080	1.0000000000000002
000340_01	340	1	259	1.0000000000000002
000340_02	340	2	1479	1.0000000000000002
000340_03	340	3	637	1.0000000000000002
000340_04	340	4	1608	1.0000000000000002
000340_05	340	5	93	1.0000000000000002
000340_06	340	6	1597	1.0000000000000002
000340_07	340	7	274	1.0000000000000002
000340_08	340	8	5665	1.0
000340_09	340	9	50804	1.0
000340_10	340	10	50792	1.0
000340_11	340	11	2188	1.0
000340_12	340	12	50794	1.0
000340_13	340	13	5678	1.0
000340_14	340	14	2172	1.0
000340_15	340	15	5646	1.0
000340_16	340	16	50923	1.0
000340_17	340	17	47644	1.0
000340_18	340	18	2169	1.0
000340_19	340	19	2167	1.0
000340_20	340	20	2155	1.0
000341_01	341	1	593	1.0000000000000002
000341_02	341	2	2396	1.0000000000000002
000341_03	341	3	2599	1.0000000000000002
000341_04	341	4	3361	1.0000000000000002
000341_05	341	5	818	1.0
000341_06	341	6	2682	1.0
000341_07	341	7	2683	1.0
000341_08	341	8	2699	1.0
000341_09	341	9	2700	1.0
000341_10	341	10	2734	1.0
000341_11	341	11	2739	1.0
000341_12	341	12	3260	1.0
000341_13	341	13	2761	1.0
000341_14	341	14	2762	1.0
000341_15	341	15	2770	1.0
000341_16	341	16	3702	1.0
000341_17	341	17	3703	1.0
000341_18	341	18	2772	1.0
000341_19	341	19	3253	1.0
000341_20	341	20	671	1.0
000342_01	342	1	1480	1.0000000000000002
000342_02	342	2	5903	1.0000000000000002
000342_03	342	3	7297	1.0000000000000002
000342_04	342	4	4175	1.0000000000000002
000342_05	342	5	5568	1.0000000000000002
000342_06	342	6	4654	1.0000000000000002
000342_07	342	7	114180	1.0000000000000002
000342_08	342	8	54503	1.0000000000000002
000342_09	342	9	1301	1.0000000000000002
000342_10	342	10	144	1.0000000000000002
000342_11	342	11	6639	1.0000000000000002
000342_12	342	12	63113	1.0000000000000002
000342_13	342	13	3617	1.0000000000000002
000342_14	342	14	5463	1.0000000000000002
000342_15	342	15	40614	1.0000000000000002
000342_16	342	16	5521	1.0000000000000002
000342_17	342	17	4846	1.0000000000000002
000342_18	342	18	799	1.0000000000000002
000342_19	342	19	1840	1.0000000000000002
000342_20	342	20	209	1.0000000000000002
000343_01	343	1	6705	1.0
000343_02	343	2	6619	1.0
000343_03	343	3	6615	1.0
000343_04	343	4	1199	1.0
000343_05	343	5	31658	1.0
000343_06	343	6	64839	1.0
000343_07	343	7	2973	1.0
000343_08	343	8	6593	1.0
000343_09	343	9	4520	1.0
000343_10	343	10	1212	1.0
000343_11	343	11	6586	1.0
000343_12	343	12	1217	1.0
000343_13	343	13	4534	1.0
000343_14	343	14	4535	1.0
000343_15	343	15	2953	1.0
000343_16	343	16	1235	1.0
000343_17	343	17	32011	1.0
000343_18	343	18	32017	1.0
000343_19	343	19	32019	1.0
000343_20	343	20	1244	1.0
000344_01	344	1	981	1.0000000000000002
000344_02	344	2	2040	1.0000000000000002
000344_03	344	3	1919	1.0000000000000002
000344_04	344	4	1550	1.0000000000000002
000344_05	344	5	113	1.0000000000000002
000344_06	344	6	33779	1.0000000000000002
000344_07	344	7	4021	1.0000000000000002
000344_08	344	8	90439	1.0000000000000002
000344_09	344	9	27193	1.0000000000000002
000344_10	344	10	1906	1.0
000344_11	344	11	5706	1.0
000344_12	344	12	1926	1.0
000344_13	344	13	5646	1.0
000344_14	344	14	142420	1.0
000344_15	344	15	1922	1.0
000344_16	344	16	5649	1.0
000344_17	344	17	5667	1.0
000344_18	344	18	142509	1.0
000344_19	344	19	86487	1.0
000344_20	344	20	5670	1.0
000345_01	345	1	272	1.0000000000000002
000345_02	345	2	2874	1.0000000000000002
000345_03	345	3	40614	1.0000000000000002
000345_04	345	4	1840	1.0000000000000002
000345_05	345	5	5521	1.0000000000000002
000345_06	345	6	3003	1.0000000000000002
000345_07	345	7	4683	1.0000000000000002
000345_08	345	8	8014	1.0000000000000002
000345_09	345	9	209	1.0000000000000002
000345_10	345	10	1081	1.0000000000000002
000345_11	345	11	4846	1.0000000000000002
000345_12	345	12	91658	1.0000000000000002
000345_13	345	13	150548	1.0000000000000002
000345_14	345	14	45440	1.0000000000000002
000345_15	345	15	5963	1.0000000000000002
000345_16	345	16	2620	1.0
000345_17	345	17	34271	1.0
000345_18	345	18	6324	1.0
000345_19	345	19	1423	1.0
000345_20	345	20	34292	1.0
000346_01	346	1	2125	1.0000000000000002
000346_02	346	2	2169	1.0
000346_03	346	3	47122	1.0
000346_04	346	4	1779	1.0
000346_05	346	5	47044	1.0
000346_06	346	6	46974	1.0
000346_07	346	7	46972	1.0
000346_08	346	8	46970	1.0
000346_09	346	9	46967	1.0
000346_10	346	10	1759	1.0
000346_11	346	11	5112	1.0
000346_12	346	12	1753	1.0
000346_13	346	13	46572	1.0
000346_14	346	14	46335	1.0
000346_15	346	15	3473	1.0
000346_16	346	16	69526	1.0
000346_17	346	17	1733	1.0
000346_18	346	18	3475	1.0
000346_19	346	19	6790	1.0
000346_20	346	20	1726	1.0
000347_01	347	1	2952	1.0000000000000002
000347_02	347	2	1391	1.0000000000000002
000347_03	347	3	198	1.0000000000000002
000347_04	347	4	422	1.0000000000000002
000347_05	347	5	52	1.0000000000000002
000347_06	347	6	1625	1.0000000000000002
000347_07	347	7	362	1.0000000000000002
000347_08	347	8	185	1.0000000000000002
000347_09	347	9	233	1.0000000000000002
000347_10	347	10	100	1.0000000000000002
000347_11	347	11	442	1.0000000000000002
000347_12	347	12	171	1.0000000000000002
000347_13	347	13	170	1.0000000000000002
000347_14	347	14	539	1.0000000000000002
000347_15	347	15	253	1.0000000000000002
000347_16	347	16	537	1.0000000000000002
000347_17	347	17	3221	1.0000000000000002
000347_18	347	18	514	1.0000000000000002
000347_19	347	19	163	1.0000000000000002
000347_20	347	20	290	1.0000000000000002
000348_01	348	1	3145	1.0000000000000002
000348_02	348	2	97304	1.0000000000000002
000348_03	348	3	4273	1.0000000000000002
000348_04	348	4	2090	1.0000000000000002
000348_05	348	5	96728	1.0000000000000002
000348_06	348	6	5500	1.0000000000000002
000348_07	348	7	87192	1.0000000000000002
000348_08	348	8	4880	1.0000000000000002
000348_09	348	9	8044	1.0000000000000002
000348_10	348	10	103341	1.0000000000000002
000348_11	348	11	6832	1.0000000000000002
000348_12	348	12	2922	1.0000000000000002
000348_13	348	13	97306	1.0000000000000002
000348_14	348	14	4225	1.0000000000000002
000348_15	348	15	54881	1.0000000000000002
000348_16	348	16	54997	1.0000000000000002
000348_17	348	17	5785	1.0000000000000002
000348_18	348	18	51091	1.0000000000000002
000348_19	348	19	27801	1.0000000000000002
000348_20	348	20	2112	1.0000000000000002
000349_01	349	1	4056	1.0000000000000002
000349_02	349	2	4541	1.0000000000000002
000349_03	349	3	1964	1.0000000000000002
000349_04	349	4	4661	1.0000000000000002
000349_05	349	5	2041	1.0000000000000002
000349_06	349	6	4506	1.0000000000000002
000349_07	349	7	4624	1.0000000000000002
000349_08	349	8	4577	1.0000000000000002
000349_09	349	9	2606	1.0000000000000002
000349_10	349	10	1643	1.0000000000000002
000349_11	349	11	804	1.0000000000000002
000349_12	349	12	4339	1.0000000000000002
000349_13	349	13	9010	1.0000000000000002
000349_14	349	14	3572	1.0
000349_15	349	15	105211	1.0
000349_16	349	16	105197	1.0
000349_17	349	17	104913	1.0
000349_18	349	18	47725	1.0
000349_19	349	19	6124	1.0
000349_20	349	20	6141	1.0
000350_01	350	1	6812	1.0000000000000002
000350_02	350	2	50792	1.0000000000000002
000350_03	350	3	1855	1.0000000000000002
000350_04	350	4	5899	1.0000000000000002
000350_05	350	5	1703	1.0000000000000002
000350_06	350	6	5573	1.0000000000000002
000350_07	350	7	45501	1.0000000000000002
000350_08	350	8	30894	1.0000000000000002
000350_09	350	9	95449	1.0000000000000002
000350_10	350	10	4233	1.0000000000000002
000350_11	350	11	3370	1.0000000000000002
000350_12	350	12	2775	1.0
000350_13	350	13	6718	1.0
000350_14	350	14	2784	1.0
000350_15	350	15	2786	1.0
000350_16	350	16	50005	1.0
000350_17	350	17	50158	1.0
000350_18	350	18	2766	1.0
000350_19	350	19	6722	1.0
000350_20	350	20	2790	1.0
000351_01	351	1	49286	1.0000000000000002
000351_02	351	2	1591	1.0000000000000002
000351_03	351	3	785	1.0000000000000002
000351_04	351	4	3831	1.0000000000000002
000351_05	351	5	315	1.0000000000000002
000351_06	351	6	2112	1.0000000000000002
000351_07	351	7	802	1.0000000000000002
000351_08	351	8	3623	1.0
000351_09	351	9	45648	1.0
000351_10	351	10	45635	1.0
000351_11	351	11	45440	1.0
000351_12	351	12	45382	1.0
000351_13	351	13	78105	1.0
000351_14	351	14	5589	1.0
000351_15	351	15	45730	1.0
000351_16	351	16	103245	1.0
000351_17	351	17	45081	1.0
000351_18	351	18	3669	1.0
000351_19	351	19	44849	1.0
000351_20	351	20	44840	1.0
000352_01	352	1	3978	1.0
000352_02	352	2	1609	1.0
000352_03	352	3	1608	1.0
000352_04	352	4	2996	1.0
000352_05	352	5	1605	1.0
000352_06	352	6	6349	1.0
000352_07	352	7	1601	1.0
000352_08	352	8	1600	1.0
000352_09	352	9	40339	1.0
000352_10	352	10	1598	1.0
000352_11	352	11	1611	1.0
000352_12	352	12	1597	1.0
000352_13	352	13	4822	1.0
000352_14	352	14	1593	1.0
000352_15	352	15	3004	1.0
000352_16	352	16	1591	1.0
000352_17	352	17	3005	1.0
000352_18	352	18	39449	1.0
000352_19	352	19	6373	1.0
000352_20	352	20	6374	1.0
000353_01	353	1	74916	1.0000000000000002
000353_02	353	2	2729	1.0000000000000002
000353_03	353	3	146	1.0000000000000002
000353_04	353	4	1713	1.0000000000000002
000353_05	353	5	8982	1.0000000000000002
000353_06	353	6	102033	1.0000000000000002
000353_07	353	7	4037	1.0000000000000002
000353_08	353	8	5339	1.0000000000000002
000353_09	353	9	3055	1.0000000000000002
000353_10	353	10	94777	1.0000000000000002
000353_11	353	11	8864	1.0
000353_12	353	12	8880	1.0
000353_13	353	13	8905	1.0
000353_14	353	14	8915	1.0
000353_15	353	15	8919	1.0
000353_16	353	16	8934	1.0
000353_17	353	17	8951	1.0
000353_18	353	18	1887	1.0
000353_19	353	19	8952	1.0
000353_20	353	20	8954	1.0
000354_01	354	1	2418	1.0000000000000002
000354_02	354	2	1304	1.0000000000000002
000354_03	354	3	1584	1.0000000000000002
000354_04	354	4	2710	1.0000000000000002
000354_05	354	5	33166	1.0000000000000002
000354_06	354	6	8528	1.0000000000000002
000354_07	354	7	528	1.0000000000000002
000354_08	354	8	3614	1.0000000000000002
000354_09	354	9	422	1.0000000000000002
000354_10	354	10	1288	1.0000000000000002
000354_11	354	11	434	1.0000000000000002
000354_12	354	12	290	1.0000000000000002
000354_13	354	13	534	1.0000000000000002
000354_14	354	14	3521	1.0
000354_15	354	15	88697	1.0
000354_16	354	16	88235	1.0
000354_17	354	17	3537	1.0
000354_18	354	18	3556	1.0
000354_19	354	19	87522	1.0
000354_20	354	20	3566	1.0
000355_01	355	1	3773	1.0000000000000002
000355_02	355	2	111617	1.0000000000000002
000355_03	355	3	45668	1.0000000000000002
000355_04	355	4	569	1.0000000000000002
000355_05	355	5	1468	1.0000000000000002
000355_06	355	6	89586	1.0
000355_07	355	7	2263	1.0
000355_08	355	8	2265	1.0
000355_09	355	9	113849	1.0
000355_10	355	10	54121	1.0
000355_11	355	11	2281	1.0
000355_12	355	12	2286	1.0
000355_13	355	13	54116	1.0
000355_14	355	14	113573	1.0
000355_15	355	15	74095	1.0
000355_16	355	16	2271	1.0
000355_17	355	17	2262	1.0
000355_18	355	18	2260	1.0
000355_19	355	19	114126	1.0
000355_20	355	20	6699	1.0
000356_01	356	1	645	1.0000000000000002
000356_02	356	2	6442	1.0000000000000002
000356_03	356	3	2634	1.0000000000000002
000356_04	356	4	2201	1.0000000000000002
000356_05	356	5	8487	1.0000000000000002
000356_06	356	6	3241	1.0000000000000002
000356_07	356	7	176419	1.0000000000000002
000356_08	356	8	135456	1.0000000000000002
000356_09	356	9	8195	1.0000000000000002
000356_10	356	10	49917	1.0
000356_11	356	11	47384	1.0
000356_12	356	12	50851	1.0
000356_13	356	13	47566	1.0
000356_14	356	14	47646	1.0
000356_15	356	15	47721	1.0
000356_16	356	16	47937	1.0
000356_17	356	17	48001	1.0
000356_18	356	18	50796	1.0
000356_19	356	19	50610	1.0
000356_20	356	20	48032	1.0
000357_01	357	1	209	1.0000000000000002
000357_02	357	2	8487	1.0000000000000002
000357_03	357	3	321	1.0000000000000002
000357_04	357	4	2201	1.0000000000000002
000357_05	357	5	2708	1.0000000000000002
000357_06	357	6	2970	1.0000000000000002
000357_07	357	7	3241	1.0000000000000002
000357_08	357	8	4464	1.0000000000000002
000357_09	357	9	5187	1.0000000000000002
000357_10	357	10	40614	1.0000000000000002
000357_11	357	11	7030	1.0000000000000002
000357_12	357	12	4147	1.0000000000000002
000357_13	357	13	5521	1.0000000000000002
000357_14	357	14	1085	1.0000000000000002
000357_15	357	15	3035	1.0000000000000002
000357_16	357	16	115231	1.0
000357_17	357	17	2068	1.0
000357_18	357	18	55205	1.0
000357_19	357	19	55061	1.0
000357_20	357	20	116169	1.0
000358_01	358	1	303	1.0000000000000002
000358_02	358	2	458	1.0000000000000002
000358_03	358	3	1347	1.0000000000000002
000358_04	358	4	170	1.0000000000000002
000358_05	358	5	48	1.0000000000000002
000358_06	358	6	231	1.0000000000000002
000358_07	358	7	1601	1.0000000000000002
000358_08	358	8	258	1.0000000000000002
000358_09	358	9	1286	1.0000000000000002
000358_10	358	10	253	1.0000000000000002
000358_11	358	11	694	1.0000000000000002
000358_12	358	12	697	1.0000000000000002
000358_13	358	13	382	1.0000000000000002
000358_14	358	14	1033	1.0000000000000002
000358_15	358	15	49130	1.0
000358_16	358	16	2172	1.0
000358_17	358	17	49957	1.0
000358_18	358	18	2124	1.0
000358_19	358	19	2169	1.0
000358_20	358	20	5970	1.0
000359_01	359	1	256	1.0
000359_02	359	2	177	1.0
000359_03	359	3	179	1.0
000359_04	359	4	180	1.0
000359_05	359	5	181	1.0
000359_06	359	6	378	1.0
000359_07	359	7	185	1.0
000359_08	359	8	186	1.0
000359_09	359	9	374	1.0
000359_10	359	10	189	1.0
000359_11	359	11	191	1.0
000359_12	359	12	818	1.0
000359_13	359	13	371	1.0
000359_14	359	14	196	1.0
000359_15	359	15	201	1.0
000359_16	359	16	204	1.0
000359_17	359	17	205	1.0
000359_18	359	18	366	1.0
000359_19	359	19	208	1.0
000359_20	359	20	209	1.0
000360_01	360	1	4654	1.0000000000000002
000360_02	360	2	3254	1.0000000000000002
000360_03	360	3	782	1.0000000000000002
000360_04	360	4	1298	1.0000000000000002
000360_05	360	5	2405	1.0000000000000002
000360_06	360	6	489	1.0000000000000002
000360_07	360	7	2040	1.0000000000000002
000360_08	360	8	3994	1.0000000000000002
000360_09	360	9	2377	1.0000000000000002
000360_10	360	10	378	1.0000000000000002
000360_11	360	11	981	1.0000000000000002
000360_12	360	12	3052	1.0000000000000002
