id	user_id	movie_id	rating	rated_at
00000000-0000-0000-0000-000000000139_008665	00000000-0000-0000-0000-000000000139	8665	2	2016-01-28 04:50:05+09
00000000-0000-0000-0000-000000000139_008861	00000000-0000-0000-0000-000000000139	8861	2	2016-01-28 05:05:53+09
00000000-0000-0000-0000-000000000139_008865	00000000-0000-0000-0000-000000000139	8865	1.5	2016-01-28 05:03:56+09
00000000-0000-0000-0000-000000000139_008874	00000000-0000-0000-0000-000000000139	8874	1	2016-01-28 04:50:56+09
00000000-0000-0000-0000-000000000139_008961	00000000-0000-0000-0000-000000000139	8961	3.5	2016-01-28 04:49:08+09
00000000-0000-0000-0000-000000000139_008972	00000000-0000-0000-0000-000000000139	8972	2	2016-01-28 04:56:57+09
00000000-0000-0000-0000-000000000139_008985	00000000-0000-0000-0000-000000000139	8985	0.5	2016-01-28 05:08:12+09
00000000-0000-0000-0000-000000000139_027706	00000000-0000-0000-0000-000000000139	27706	1.5	2016-01-28 05:02:03+09
00000000-0000-0000-0000-000000000139_033004	00000000-0000-0000-0000-000000000139	33004	2	2016-01-28 04:55:06+09
00000000-0000-0000-0000-000000000139_033162	00000000-0000-0000-0000-000000000139	33162	1.5	2016-01-28 05:05:40+09
00000000-0000-0000-0000-000000000139_033493	00000000-0000-0000-0000-000000000139	33493	2.5	2016-01-28 04:50:46+09
00000000-0000-0000-0000-000000000139_033615	00000000-0000-0000-0000-000000000139	33615	2.5	2016-01-28 05:00:42+09
00000000-0000-0000-0000-000000000139_033794	00000000-0000-0000-0000-000000000139	33794	3	2016-01-28 04:49:14+09
00000000-0000-0000-0000-000000000139_034048	00000000-0000-0000-0000-000000000139	34048	1.5	2016-01-28 04:54:41+09
00000000-0000-0000-0000-000000000139_034150	00000000-0000-0000-0000-000000000139	34150	2.5	2016-01-28 05:00:09+09
00000000-0000-0000-0000-000000000139_034319	00000000-0000-0000-0000-000000000139	34319	1.5	2016-01-28 04:58:12+09
00000000-0000-0000-0000-000000000139_034405	00000000-0000-0000-0000-000000000139	34405	4	2016-01-28 04:53:07+09
00000000-0000-0000-0000-000000000139_036401	00000000-0000-0000-0000-000000000139	36401	1.5	2016-01-28 05:09:12+09
00000000-0000-0000-0000-000000000139_037386	00000000-0000-0000-0000-000000000139	37386	2	2016-01-28 05:07:17+09
00000000-0000-0000-0000-000000000139_037729	00000000-0000-0000-0000-000000000139	37729	3.5	2016-01-28 04:58:04+09
00000000-0000-0000-0000-000000000139_037733	00000000-0000-0000-0000-000000000139	37733	2.5	2016-01-28 05:01:04+09
00000000-0000-0000-0000-000000000139_044199	00000000-0000-0000-0000-000000000139	44199	2	2016-01-28 04:55:49+09
00000000-0000-0000-0000-000000000139_044665	00000000-0000-0000-0000-000000000139	44665	2.5	2016-01-28 04:55:19+09
00000000-0000-0000-0000-000000000139_045722	00000000-0000-0000-0000-000000000139	45722	2.5	2016-01-28 04:51:17+09
00000000-0000-0000-0000-000000000139_046530	00000000-0000-0000-0000-000000000139	46530	0.5	2016-01-28 05:01:45+09
00000000-0000-0000-0000-000000000139_048304	00000000-0000-0000-0000-000000000139	48304	2.5	2016-01-28 05:04:19+09
00000000-0000-0000-0000-000000000139_048394	00000000-0000-0000-0000-000000000139	48394	1.5	2016-01-28 04:50:32+09
00000000-0000-0000-0000-000000000139_048780	00000000-0000-0000-0000-000000000139	48780	2.5	2016-01-28 04:50:12+09
00000000-0000-0000-0000-000000000139_049272	00000000-0000-0000-0000-000000000139	49272	3.5	2016-01-28 04:50:08+09
00000000-0000-0000-0000-000000000139_049278	00000000-0000-0000-0000-000000000139	49278	1.5	2016-01-28 05:03:52+09
00000000-0000-0000-0000-000000000139_051255	00000000-0000-0000-0000-000000000139	51255	2	2016-01-28 04:53:02+09
00000000-0000-0000-0000-000000000139_052281	00000000-0000-0000-0000-000000000139	52281	1.5	2016-01-28 05:01:15+09
00000000-0000-0000-0000-000000000139_052722	00000000-0000-0000-0000-000000000139	52722	1	2016-01-28 04:57:46+09
00000000-0000-0000-0000-000000000139_053000	00000000-0000-0000-0000-000000000139	53000	1.5	2016-01-28 05:00:59+09
00000000-0000-0000-0000-000000000139_053121	00000000-0000-0000-0000-000000000139	53121	1	2016-01-28 05:06:21+09
00000000-0000-0000-0000-000000000139_053125	00000000-0000-0000-0000-000000000139	53125	2	2016-01-28 04:55:02+09
00000000-0000-0000-0000-000000000139_053519	00000000-0000-0000-0000-000000000139	53519	1	2016-01-28 05:04:45+09
00000000-0000-0000-0000-000000000139_053953	00000000-0000-0000-0000-000000000139	53953	0.5	2016-01-28 05:06:18+09
00000000-0000-0000-0000-000000000139_053996	00000000-0000-0000-0000-000000000139	53996	2.5	2016-01-28 04:55:10+09
00000000-0000-0000-0000-000000000139_054001	00000000-0000-0000-0000-000000000139	54001	3	2016-01-28 04:54:00+09
00000000-0000-0000-0000-000000000139_054259	00000000-0000-0000-0000-000000000139	54259	2.5	2016-01-28 04:58:28+09
00000000-0000-0000-0000-000000000139_054286	00000000-0000-0000-0000-000000000139	54286	2.5	2016-01-28 04:50:31+09
00000000-0000-0000-0000-000000000139_054995	00000000-0000-0000-0000-000000000139	54995	0.5	2016-01-28 05:06:08+09
00000000-0000-0000-0000-000000000139_055118	00000000-0000-0000-0000-000000000139	55118	3	2016-01-28 05:02:58+09
00000000-0000-0000-0000-000000000139_056757	00000000-0000-0000-0000-000000000139	56757	1	2016-01-28 05:00:29+09
00000000-0000-0000-0000-000000000139_056788	00000000-0000-0000-0000-000000000139	56788	2	2016-01-28 05:09:48+09
00000000-0000-0000-0000-000000000139_058025	00000000-0000-0000-0000-000000000139	58025	1.5	2016-01-28 05:07:21+09
00000000-0000-0000-0000-000000000139_058559	00000000-0000-0000-0000-000000000139	58559	3.5	2016-01-28 04:48:36+09
00000000-0000-0000-0000-000000000139_059315	00000000-0000-0000-0000-000000000139	59315	3	2016-01-28 04:50:02+09
00000000-0000-0000-0000-000000000139_059369	00000000-0000-0000-0000-000000000139	59369	2.5	2016-01-28 04:55:29+09
00000000-0000-0000-0000-000000000139_059615	00000000-0000-0000-0000-000000000139	59615	1.5	2016-01-28 04:57:51+09
00000000-0000-0000-0000-000000000139_059784	00000000-0000-0000-0000-000000000139	59784	2.5	2016-01-28 04:56:02+09
00000000-0000-0000-0000-000000000139_060040	00000000-0000-0000-0000-000000000139	60040	1.5	2016-01-28 05:03:18+09
00000000-0000-0000-0000-000000000139_060072	00000000-0000-0000-0000-000000000139	60072	1.5	2016-01-28 05:04:22+09
00000000-0000-0000-0000-000000000139_060074	00000000-0000-0000-0000-000000000139	60074	2.5	2016-01-28 05:00:50+09
00000000-0000-0000-0000-000000000139_060684	00000000-0000-0000-0000-000000000139	60684	4	2016-01-28 04:54:53+09
00000000-0000-0000-0000-000000000139_061240	00000000-0000-0000-0000-000000000139	61240	3	2016-01-28 05:02:32+09
00000000-0000-0000-0000-000000000139_063113	00000000-0000-0000-0000-000000000139	63113	3	2016-01-28 05:01:00+09
00000000-0000-0000-0000-000000000139_066097	00000000-0000-0000-0000-000000000139	66097	2.5	2016-01-28 05:01:38+09
00000000-0000-0000-0000-000000000139_066934	00000000-0000-0000-0000-000000000139	66934	3.5	2016-01-28 05:02:19+09
00000000-0000-0000-0000-000000000139_068237	00000000-0000-0000-0000-000000000139	68237	1	2016-01-28 04:55:33+09
00000000-0000-0000-0000-000000000139_068319	00000000-0000-0000-0000-000000000139	68319	0.5	2016-01-28 05:01:35+09
00000000-0000-0000-0000-000000000139_068358	00000000-0000-0000-0000-000000000139	68358	3	2016-01-28 04:51:58+09
00000000-0000-0000-0000-000000000139_068791	00000000-0000-0000-0000-000000000139	68791	2.5	2016-01-28 05:06:34+09
00000000-0000-0000-0000-000000000139_068954	00000000-0000-0000-0000-000000000139	68954	2.5	2016-01-28 04:46:21+09
00000000-0000-0000-0000-000000000139_069481	00000000-0000-0000-0000-000000000139	69481	1	2016-01-28 04:58:16+09
00000000-0000-0000-0000-000000000139_069526	00000000-0000-0000-0000-000000000139	69526	1.5	2016-01-28 05:07:05+09
00000000-0000-0000-0000-000000000139_069844	00000000-0000-0000-0000-000000000139	69844	3	2016-01-28 04:55:30+09
00000000-0000-0000-0000-000000000139_070286	00000000-0000-0000-0000-000000000139	70286	0.5	2016-01-28 04:51:37+09
00000000-0000-0000-0000-000000000139_072998	00000000-0000-0000-0000-000000000139	72998	1.5	2016-01-28 04:50:31+09
00000000-0000-0000-0000-000000000139_074458	00000000-0000-0000-0000-000000000139	74458	1	2016-01-28 04:52:36+09
00000000-0000-0000-0000-000000000139_074789	00000000-0000-0000-0000-000000000139	74789	1.5	2016-01-28 05:01:42+09
00000000-0000-0000-0000-000000000139_076093	00000000-0000-0000-0000-000000000139	76093	2	2016-01-28 04:54:38+09
00000000-0000-0000-0000-000000000139_077561	00000000-0000-0000-0000-000000000139	77561	1.5	2016-01-28 04:56:18+09
00000000-0000-0000-0000-000000000139_078499	00000000-0000-0000-0000-000000000139	78499	2	2016-01-28 04:46:25+09
00000000-0000-0000-0000-000000000139_079091	00000000-0000-0000-0000-000000000139	79091	2.5	2016-01-28 04:59:57+09
00000000-0000-0000-0000-000000000139_079132	00000000-0000-0000-0000-000000000139	79132	2	2016-01-28 04:49:10+09
00000000-0000-0000-0000-000000000139_079293	00000000-0000-0000-0000-000000000139	79293	1.5	2016-01-28 05:09:58+09
00000000-0000-0000-0000-000000000139_081229	00000000-0000-0000-0000-000000000139	81229	2	2016-01-28 05:08:21+09
00000000-0000-0000-0000-000000000139_081564	00000000-0000-0000-0000-000000000139	81564	2	2016-01-28 05:08:11+09
00000000-0000-0000-0000-000000000139_081591	00000000-0000-0000-0000-000000000139	81591	2.5	2016-01-28 04:54:21+09
00000000-0000-0000-0000-000000000139_082459	00000000-0000-0000-0000-000000000139	82459	3	2016-01-28 04:59:44+09
00000000-0000-0000-0000-000000000139_084954	00000000-0000-0000-0000-000000000139	84954	2.5	2016-01-28 05:08:04+09
00000000-0000-0000-0000-000000000139_086332	00000000-0000-0000-0000-000000000139	86332	2	2016-01-28 05:00:40+09
00000000-0000-0000-0000-000000000139_086880	00000000-0000-0000-0000-000000000139	86880	2	2016-01-28 05:09:44+09
00000000-0000-0000-0000-000000000139_087232	00000000-0000-0000-0000-000000000139	87232	3.5	2016-01-28 04:56:55+09
00000000-0000-0000-0000-000000000139_088140	00000000-0000-0000-0000-000000000139	88140	2.5	2016-01-28 05:02:08+09
00000000-0000-0000-0000-000000000139_088744	00000000-0000-0000-0000-000000000139	88744	1	2016-01-28 05:02:12+09
00000000-0000-0000-0000-000000000139_089745	00000000-0000-0000-0000-000000000139	89745	2.5	2016-01-28 04:53:22+09
00000000-0000-0000-0000-000000000139_091500	00000000-0000-0000-0000-000000000139	91500	2	2016-01-28 04:56:22+09
00000000-0000-0000-0000-000000000139_091529	00000000-0000-0000-0000-000000000139	91529	4	2016-01-28 04:53:17+09
00000000-0000-0000-0000-000000000139_094864	00000000-0000-0000-0000-000000000139	94864	1.5	2016-01-28 05:03:53+09
00000000-0000-0000-0000-000000000139_095510	00000000-0000-0000-0000-000000000139	95510	2.5	2016-01-28 05:05:10+09
00000000-0000-0000-0000-000000000139_096079	00000000-0000-0000-0000-000000000139	96079	3.5	2016-01-28 04:59:25+09
00000000-0000-0000-0000-000000000139_096610	00000000-0000-0000-0000-000000000139	96610	2	2016-01-28 04:59:40+09
00000000-0000-0000-0000-000000000139_098809	00000000-0000-0000-0000-000000000139	98809	4	2016-01-28 04:58:30+09
00000000-0000-0000-0000-000000000139_099114	00000000-0000-0000-0000-000000000139	99114	2.5	2016-01-28 04:53:03+09
00000000-0000-0000-0000-000000000139_102125	00000000-0000-0000-0000-000000000139	102125	1.5	2016-01-28 05:03:26+09
00000000-0000-0000-0000-000000000139_102445	00000000-0000-0000-0000-000000000139	102445	2	2016-01-28 05:03:08+09
00000000-0000-0000-0000-000000000139_106489	00000000-0000-0000-0000-000000000139	106489	4	2016-01-28 05:04:08+09
00000000-0000-0000-0000-000000000139_106782	00000000-0000-0000-0000-000000000139	106782	0.5	2016-01-28 04:59:01+09
00000000-0000-0000-0000-000000000139_109374	00000000-0000-0000-0000-000000000139	109374	3	2016-01-28 04:57:43+09
00000000-0000-0000-0000-000000000139_110102	00000000-0000-0000-0000-000000000139	110102	2.5	2016-01-28 05:05:10+09
00000000-0000-0000-0000-000000000139_115617	00000000-0000-0000-0000-000000000139	115617	3	2016-01-28 05:01:08+09
00000000-0000-0000-0000-000000000139_122886	00000000-0000-0000-0000-000000000139	122886	4	2016-01-28 04:47:07+09
00000000-0000-0000-0000-000000000139_122892	00000000-0000-0000-0000-000000000139	122892	2	2016-01-28 05:08:35+09
00000000-0000-0000-0000-000000000140_000001	00000000-0000-0000-0000-000000000140	1	3	1999-11-18 20:36:20+09
00000000-0000-0000-0000-000000000140_000002	00000000-0000-0000-0000-000000000140	2	3.5	2004-05-26 20:10:13+09
00000000-0000-0000-0000-000000000140_000006	00000000-0000-0000-0000-000000000140	6	5	1999-11-17 21:53:05+09
00000000-0000-0000-0000-000000000140_000011	00000000-0000-0000-0000-000000000140	11	4	2000-02-04 21:28:57+09
00000000-0000-0000-0000-000000000140_000021	00000000-0000-0000-0000-000000000140	21	4	2000-02-04 21:21:38+09
00000000-0000-0000-0000-000000000140_000022	00000000-0000-0000-0000-000000000140	22	3	2000-02-22 05:06:46+09
00000000-0000-0000-0000-000000000140_000023	00000000-0000-0000-0000-000000000140	23	3	2000-08-24 01:44:47+09
00000000-0000-0000-0000-000000000140_000034	00000000-0000-0000-0000-000000000140	34	4	1999-11-18 16:26:50+09
00000000-0000-0000-0000-000000000140_000047	00000000-0000-0000-0000-000000000140	47	4	1999-11-17 21:36:55+09
00000000-0000-0000-0000-000000000140_000050	00000000-0000-0000-0000-000000000140	50	3	1999-11-17 21:16:31+09
00000000-0000-0000-0000-000000000140_000062	00000000-0000-0000-0000-000000000140	62	4.5	2003-06-09 02:13:40+09
00000000-0000-0000-0000-000000000140_000086	00000000-0000-0000-0000-000000000140	86	4	1999-11-17 22:06:45+09
00000000-0000-0000-0000-000000000140_000095	00000000-0000-0000-0000-000000000140	95	2.5	2004-05-26 20:08:45+09
00000000-0000-0000-0000-000000000140_000104	00000000-0000-0000-0000-000000000140	104	3	2000-02-04 21:28:40+09
00000000-0000-0000-0000-000000000140_000105	00000000-0000-0000-0000-000000000140	105	4	2000-02-04 21:29:13+09
00000000-0000-0000-0000-000000000140_000110	00000000-0000-0000-0000-000000000140	110	4	1999-11-18 14:46:20+09
00000000-0000-0000-0000-000000000140_000146	00000000-0000-0000-0000-000000000140	146	3	2002-09-17 19:38:01+09
00000000-0000-0000-0000-000000000140_000150	00000000-0000-0000-0000-000000000140	150	5	1999-11-17 21:39:54+09
00000000-0000-0000-0000-000000000140_000151	00000000-0000-0000-0000-000000000140	151	4	2000-02-04 21:26:15+09
00000000-0000-0000-0000-000000000140_000161	00000000-0000-0000-0000-000000000140	161	4	2000-02-04 21:27:12+09
00000000-0000-0000-0000-000000000140_000163	00000000-0000-0000-0000-000000000140	163	3	2000-08-24 01:42:49+09
00000000-0000-0000-0000-000000000140_000164	00000000-0000-0000-0000-000000000140	164	3	2000-08-24 01:32:34+09
00000000-0000-0000-0000-000000000140_000165	00000000-0000-0000-0000-000000000140	165	4	2000-08-24 01:47:13+09
00000000-0000-0000-0000-000000000140_000185	00000000-0000-0000-0000-000000000140	185	3	2004-05-26 20:08:23+09
00000000-0000-0000-0000-000000000140_000193	00000000-0000-0000-0000-000000000140	193	2	2000-11-10 05:01:09+09
00000000-0000-0000-0000-000000000140_000208	00000000-0000-0000-0000-000000000140	208	4	2004-05-26 20:08:50+09
00000000-0000-0000-0000-000000000140_000210	00000000-0000-0000-0000-000000000140	210	3	2002-05-20 21:46:58+09
00000000-0000-0000-0000-000000000140_000246	00000000-0000-0000-0000-000000000140	246	3	2000-02-04 21:19:18+09
00000000-0000-0000-0000-000000000140_000257	00000000-0000-0000-0000-000000000140	257	3	2000-08-24 01:41:46+09
00000000-0000-0000-0000-000000000140_000260	00000000-0000-0000-0000-000000000140	260	4	1999-11-17 21:38:24+09
00000000-0000-0000-0000-000000000140_000261	00000000-0000-0000-0000-000000000140	261	4	2000-02-04 21:25:25+09
00000000-0000-0000-0000-000000000140_000266	00000000-0000-0000-0000-000000000140	266	3	1999-11-17 21:48:14+09
00000000-0000-0000-0000-000000000140_000277	00000000-0000-0000-0000-000000000140	277	3	2000-02-04 21:25:52+09
00000000-0000-0000-0000-000000000140_000288	00000000-0000-0000-0000-000000000140	288	2	2000-11-10 05:01:27+09
00000000-0000-0000-0000-000000000140_000292	00000000-0000-0000-0000-000000000140	292	3	2000-08-24 01:45:35+09
00000000-0000-0000-0000-000000000140_000293	00000000-0000-0000-0000-000000000140	293	5	1999-11-17 21:53:05+09
00000000-0000-0000-0000-000000000140_000296	00000000-0000-0000-0000-000000000140	296	4	1999-11-17 21:53:05+09
00000000-0000-0000-0000-000000000140_000303	00000000-0000-0000-0000-000000000140	303	3	1999-11-17 21:48:15+09
00000000-0000-0000-0000-000000000140_000317	00000000-0000-0000-0000-000000000140	317	4	2000-02-04 21:29:31+09
00000000-0000-0000-0000-000000000140_000318	00000000-0000-0000-0000-000000000140	318	4	1999-11-17 21:14:51+09
00000000-0000-0000-0000-000000000140_000338	00000000-0000-0000-0000-000000000140	338	2	2000-08-24 01:47:50+09
00000000-0000-0000-0000-000000000140_000339	00000000-0000-0000-0000-000000000140	339	3	2004-05-26 20:08:35+09
00000000-0000-0000-0000-000000000140_000349	00000000-0000-0000-0000-000000000140	349	4	2000-08-24 01:43:34+09
00000000-0000-0000-0000-000000000140_000350	00000000-0000-0000-0000-000000000140	350	3	2000-02-04 21:30:16+09
00000000-0000-0000-0000-000000000140_000353	00000000-0000-0000-0000-000000000140	353	3	2000-02-03 01:07:07+09
00000000-0000-0000-0000-000000000140_000356	00000000-0000-0000-0000-000000000140	356	4	2000-02-04 21:21:38+09
00000000-0000-0000-0000-000000000140_000362	00000000-0000-0000-0000-000000000140	362	4	2000-02-04 21:22:33+09
00000000-0000-0000-0000-000000000140_000364	00000000-0000-0000-0000-000000000140	364	4	2000-02-04 21:21:38+09
00000000-0000-0000-0000-000000000140_000368	00000000-0000-0000-0000-000000000140	368	3	1999-11-17 21:46:54+09
00000000-0000-0000-0000-000000000140_000373	00000000-0000-0000-0000-000000000140	373	3	2000-08-24 01:38:54+09
00000000-0000-0000-0000-000000000140_000376	00000000-0000-0000-0000-000000000140	376	3	2000-08-24 01:45:18+09
00000000-0000-0000-0000-000000000140_000377	00000000-0000-0000-0000-000000000140	377	4	2000-08-24 01:42:15+09
00000000-0000-0000-0000-000000000140_000380	00000000-0000-0000-0000-000000000140	380	4	2004-05-26 20:07:11+09
00000000-0000-0000-0000-000000000140_000383	00000000-0000-0000-0000-000000000140	383	3	1999-11-17 21:48:14+09
00000000-0000-0000-0000-000000000140_000422	00000000-0000-0000-0000-000000000140	422	4	2000-02-22 05:07:05+09
00000000-0000-0000-0000-000000000140_000434	00000000-0000-0000-0000-000000000140	434	3	2004-05-26 20:08:05+09
00000000-0000-0000-0000-000000000140_000440	00000000-0000-0000-0000-000000000140	440	4.5	2003-06-09 02:23:52+09
00000000-0000-0000-0000-000000000140_000454	00000000-0000-0000-0000-000000000140	454	4	2000-02-22 05:07:05+09
00000000-0000-0000-0000-000000000140_000457	00000000-0000-0000-0000-000000000140	457	4	1999-11-17 21:24:31+09
00000000-0000-0000-0000-000000000140_000458	00000000-0000-0000-0000-000000000140	458	3	1999-11-17 21:48:14+09
00000000-0000-0000-0000-000000000140_000474	00000000-0000-0000-0000-000000000140	474	4	2000-08-24 01:40:58+09
00000000-0000-0000-0000-000000000140_000480	00000000-0000-0000-0000-000000000140	480	4	2000-02-04 21:23:28+09
00000000-0000-0000-0000-000000000140_000500	00000000-0000-0000-0000-000000000140	500	4	2002-08-29 03:26:20+09
00000000-0000-0000-0000-000000000140_000524	00000000-0000-0000-0000-000000000140	524	3.5	2003-06-09 02:12:59+09
00000000-0000-0000-0000-000000000140_000527	00000000-0000-0000-0000-000000000140	527	5	1999-11-17 21:14:51+09
00000000-0000-0000-0000-000000000140_000529	00000000-0000-0000-0000-000000000140	529	4	2000-02-04 21:25:15+09
00000000-0000-0000-0000-000000000140_000539	00000000-0000-0000-0000-000000000140	539	3	2000-02-04 21:30:35+09
00000000-0000-0000-0000-000000000140_000541	00000000-0000-0000-0000-000000000140	541	3	1999-11-17 21:30:59+09
00000000-0000-0000-0000-000000000140_000553	00000000-0000-0000-0000-000000000140	553	4	1999-11-17 21:46:54+09
00000000-0000-0000-0000-000000000140_000569	00000000-0000-0000-0000-000000000140	569	3	2000-02-04 21:17:47+09
00000000-0000-0000-0000-000000000140_000587	00000000-0000-0000-0000-000000000140	587	3.5	2004-05-26 20:08:16+09
00000000-0000-0000-0000-000000000140_000588	00000000-0000-0000-0000-000000000140	588	3	1999-11-17 21:29:51+09
00000000-0000-0000-0000-000000000140_000590	00000000-0000-0000-0000-000000000140	590	5	1999-11-17 21:48:14+09
00000000-0000-0000-0000-000000000140_000593	00000000-0000-0000-0000-000000000140	593	4	2000-02-04 21:19:52+09
00000000-0000-0000-0000-000000000140_000595	00000000-0000-0000-0000-000000000140	595	5	1999-11-17 21:16:31+09
00000000-0000-0000-0000-000000000140_000597	00000000-0000-0000-0000-000000000140	597	5	2000-02-04 21:27:12+09
00000000-0000-0000-0000-000000000140_000599	00000000-0000-0000-0000-000000000140	599	4	1999-11-17 21:48:15+09
00000000-0000-0000-0000-000000000140_000608	00000000-0000-0000-0000-000000000140	608	5	1999-11-17 21:39:54+09
00000000-0000-0000-0000-000000000140_000609	00000000-0000-0000-0000-000000000140	609	3	2002-05-03 20:16:40+09
00000000-0000-0000-0000-000000000140_000647	00000000-0000-0000-0000-000000000140	647	4	2000-02-04 21:25:15+09
00000000-0000-0000-0000-000000000140_000648	00000000-0000-0000-0000-000000000140	648	4	2000-02-04 21:31:06+09
00000000-0000-0000-0000-000000000140_000691	00000000-0000-0000-0000-000000000140	691	3	2000-02-04 21:27:33+09
00000000-0000-0000-0000-000000000140_000707	00000000-0000-0000-0000-000000000140	707	3	2000-03-04 01:34:45+09
00000000-0000-0000-0000-000000000140_000733	00000000-0000-0000-0000-000000000140	733	3	1999-11-17 22:09:25+09
00000000-0000-0000-0000-000000000140_000736	00000000-0000-0000-0000-000000000140	736	3	2000-08-24 01:44:31+09
00000000-0000-0000-0000-000000000140_000780	00000000-0000-0000-0000-000000000140	780	4	2001-12-20 00:35:30+09
00000000-0000-0000-0000-000000000140_000798	00000000-0000-0000-0000-000000000140	798	4	2000-08-24 01:47:13+09
00000000-0000-0000-0000-000000000140_000800	00000000-0000-0000-0000-000000000140	800	4	2000-02-04 21:22:22+09
00000000-0000-0000-0000-000000000140_000805	00000000-0000-0000-0000-000000000140	805	3.5	2003-11-05 08:06:13+09
00000000-0000-0000-0000-000000000140_000832	00000000-0000-0000-0000-000000000140	832	4	1999-11-17 21:45:31+09
00000000-0000-0000-0000-000000000140_000837	00000000-0000-0000-0000-000000000140	837	3	2000-02-04 21:18:03+09
00000000-0000-0000-0000-000000000140_000848	00000000-0000-0000-0000-000000000140	848	4	2003-06-09 02:15:31+09
00000000-0000-0000-0000-000000000140_000852	00000000-0000-0000-0000-000000000140	852	4	2000-02-04 21:32:23+09
00000000-0000-0000-0000-000000000140_000858	00000000-0000-0000-0000-000000000140	858	5	1999-11-17 21:39:54+09
00000000-0000-0000-0000-000000000140_000866	00000000-0000-0000-0000-000000000140	866	4	2000-02-22 04:59:14+09
00000000-0000-0000-0000-000000000140_000912	00000000-0000-0000-0000-000000000140	912	4	2004-05-26 20:09:28+09
00000000-0000-0000-0000-000000000140_000914	00000000-0000-0000-0000-000000000140	914	4	1999-11-17 21:27:32+09
00000000-0000-0000-0000-000000000140_000919	00000000-0000-0000-0000-000000000140	919	4	2004-05-26 20:09:44+09
00000000-0000-0000-0000-000000000140_000920	00000000-0000-0000-0000-000000000140	920	5	2003-06-09 02:21:27+09
00000000-0000-0000-0000-000000000140_000924	00000000-0000-0000-0000-000000000140	924	4	2002-05-20 21:49:03+09
00000000-0000-0000-0000-000000000140_000953	00000000-0000-0000-0000-000000000140	953	3	1999-11-17 21:36:55+09
00000000-0000-0000-0000-000000000140_000969	00000000-0000-0000-0000-000000000140	969	4	1999-11-17 21:37:45+09
00000000-0000-0000-0000-000000000140_000986	00000000-0000-0000-0000-000000000140	986	5	2000-02-04 21:19:18+09
00000000-0000-0000-0000-000000000140_001005	00000000-0000-0000-0000-000000000140	1005	3	2002-09-17 19:37:16+09
00000000-0000-0000-0000-000000000140_001010	00000000-0000-0000-0000-000000000140	1010	4	2002-05-20 21:52:17+09
00000000-0000-0000-0000-000000000140_001013	00000000-0000-0000-0000-000000000140	1013	4	2002-05-20 21:51:52+09
00000000-0000-0000-0000-000000000140_001015	00000000-0000-0000-0000-000000000140	1015	4	2000-02-25 03:15:46+09
00000000-0000-0000-0000-000000000140_001017	00000000-0000-0000-0000-000000000140	1017	4	2002-05-20 21:51:41+09
00000000-0000-0000-0000-000000000140_001019	00000000-0000-0000-0000-000000000140	1019	4	2003-06-09 02:16:02+09
00000000-0000-0000-0000-000000000140_001021	00000000-0000-0000-0000-000000000140	1021	4	2002-05-20 21:46:03+09
00000000-0000-0000-0000-000000000140_001028	00000000-0000-0000-0000-000000000140	1028	4	2002-05-20 21:50:12+09
00000000-0000-0000-0000-000000000140_001035	00000000-0000-0000-0000-000000000140	1035	5	2002-05-20 21:49:23+09
00000000-0000-0000-0000-000000000140_001036	00000000-0000-0000-0000-000000000140	1036	4	1999-11-17 21:28:35+09
00000000-0000-0000-0000-000000000140_001047	00000000-0000-0000-0000-000000000140	1047	3	2000-08-24 01:42:49+09
00000000-0000-0000-0000-000000000140_001073	00000000-0000-0000-0000-000000000140	1073	4	2002-02-01 04:48:51+09
00000000-0000-0000-0000-000000000140_001083	00000000-0000-0000-0000-000000000140	1083	3	2002-09-17 19:35:31+09
00000000-0000-0000-0000-000000000140_001084	00000000-0000-0000-0000-000000000140	1084	4	2002-05-20 21:49:23+09
00000000-0000-0000-0000-000000000140_001089	00000000-0000-0000-0000-000000000140	1089	3	2000-02-04 21:20:15+09
00000000-0000-0000-0000-000000000140_001090	00000000-0000-0000-0000-000000000140	1090	4	2003-06-09 02:12:18+09
00000000-0000-0000-0000-000000000140_001092	00000000-0000-0000-0000-000000000140	1092	3	2000-02-22 05:07:41+09
00000000-0000-0000-0000-000000000140_001094	00000000-0000-0000-0000-000000000140	1094	3	2000-02-04 21:26:41+09
00000000-0000-0000-0000-000000000140_001095	00000000-0000-0000-0000-000000000140	1095	2	2000-02-04 21:20:57+09
00000000-0000-0000-0000-000000000140_001097	00000000-0000-0000-0000-000000000140	1097	4	1999-11-17 21:31:06+09
00000000-0000-0000-0000-000000000140_001101	00000000-0000-0000-0000-000000000140	1101	4.5	2003-06-09 02:24:58+09
00000000-0000-0000-0000-000000000140_001127	00000000-0000-0000-0000-000000000140	1127	3	2004-04-02 03:54:58+09
00000000-0000-0000-0000-000000000140_001179	00000000-0000-0000-0000-000000000140	1179	3	1999-11-17 21:57:32+09
00000000-0000-0000-0000-000000000140_001183	00000000-0000-0000-0000-000000000140	1183	3	2004-05-26 20:10:23+09
00000000-0000-0000-0000-000000000140_001193	00000000-0000-0000-0000-000000000140	1193	3	1999-11-17 21:38:24+09
00000000-0000-0000-0000-000000000140_001196	00000000-0000-0000-0000-000000000140	1196	3	1999-11-17 21:37:45+09
00000000-0000-0000-0000-000000000140_001198	00000000-0000-0000-0000-000000000140	1198	4	1999-11-17 21:19:30+09
