id	movie_id	genre_id
002011_05	2011	5
002011_15	2011	15
002012_02	2012	2
002012_05	2012	5
002012_15	2012	15
002012_18	2012	18
002013_01	2013	1
002013_02	2013	2
002013_08	2013	8
002014_04	2014	4
002014_05	2014	5
002014_09	2014	9
002015_04	2015	4
002015_05	2015	5
002015_09	2015	9
002016_04	2016	4
002016_05	2016	5
002016_18	2016	18
002017_04	2017	4
002017_09	2017	9
002017_12	2017	12
002018_03	2018	3
002018_04	2018	4
002018_08	2018	8
002019_01	2019	1
002019_02	2019	2
002019_08	2019	8
002020_08	2020	8
002020_14	2020	14
002021_02	2021	2
002021_15	2021	15
002022_08	2022	8
002023_06	2023	6
002023_08	2023	8
002023_13	2023	13
002023_16	2023	16
002024_08	2024	8
002024_13	2024	13
002025_08	2025	8
002025_14	2025	14
002026_11	2026	11
002026_16	2026	16
002027_05	2027	5
002027_06	2027	6
002028_01	2028	1
002028_08	2028	8
002028_17	2028	17
002032_04	2032	4
002032_05	2032	5
002033_02	2033	2
002033_03	2033	3
002033_04	2033	4
002033_09	2033	9
002034_04	2034	4
002034_15	2034	15
002035_04	2035	4
002035_05	2035	5
002036_04	2036	4
002036_05	2036	5
002037_02	2037	2
002037_04	2037	4
002037_05	2037	5
002038_04	2038	4
002038_05	2038	5
002038_15	2038	15
002040_04	2040	4
002040_05	2040	5
002041_01	2041	1
002041_02	2041	2
002041_04	2041	4
002041_05	2041	5
002042_04	2042	4
002042_05	2042	5
002043_02	2043	2
002043_04	2043	4
002043_09	2043	9
002044_05	2044	5
002044_09	2044	9
002046_02	2046	2
002046_04	2046	4
002046_15	2046	15
002048_01	2048	1
002048_03	2048	3
002048_04	2048	4
002048_06	2048	6
002050_02	2050	2
002050_04	2050	4
002050_05	2050	5
002051_02	2051	2
002051_04	2051	4
002051_05	2051	5
002052_04	2052	4
002052_05	2052	5
002052_09	2052	9
002052_11	2052	11
002053_04	2053	4
002053_05	2053	5
002053_15	2053	15
002054_02	2054	2
002054_04	2054	4
002054_05	2054	5
002054_09	2054	9
002054_15	2054	15
002055_01	2055	1
002055_05	2055	5
002055_18	2055	18
002056_02	2056	2
002056_04	2056	4
002057_02	2057	2
002057_04	2057	4
002058_01	2058	1
002058_06	2058	6
002058_08	2058	8
002058_13	2058	13
002058_16	2058	16
002059_04	2059	4
002059_05	2059	5
002059_14	2059	14
002060_05	2060	5
002064_07	2064	7
002065_05	2065	5
002065_08	2065	8
002065_09	2065	9
002065_14	2065	14
002066_10	2066	10
002067_08	2067	8
002067_14	2067	14
002067_17	2067	17
002068_08	2068	8
002068_09	2068	9
002068_13	2068	13
002069_08	2069	8
002070_08	2070	8
002070_14	2070	14
002070_18	2070	18
002071_08	2071	8
002072_05	2072	5
002073_05	2073	5
002074_06	2074	6
002074_08	2074	8
002074_14	2074	14
002075_08	2075	8
002075_17	2075	17
002076_08	2076	8
002076_13	2076	13
002076_16	2076	16
002077_02	2077	2
002077_04	2077	4
002078_03	2078	3
002078_04	2078	4
002078_05	2078	5
002078_12	2078	12
002080_03	2080	3
002080_04	2080	4
002080_05	2080	5
002080_14	2080	14
002081_03	2081	3
002081_04	2081	4
002081_05	2081	5
002081_12	2081	12
002081_14	2081	14
002082_04	2082	4
002082_05	2082	5
002083_04	2083	4
002083_05	2083	5
002083_12	2083	12
002084_04	2084	4
002084_12	2084	12
002085_02	2085	2
002085_03	2085	3
002085_04	2085	4
002087_03	2087	3
002087_04	2087	4
002087_09	2087	9
002087_12	2087	12
002088_02	2088	2
002088_05	2088	5
002088_12	2088	12
002089_02	2089	2
002089_03	2089	3
002089_04	2089	4
002090_02	2090	2
002090_03	2090	3
002090_04	2090	4
002090_06	2090	6
002090_08	2090	8
002091_04	2091	4
002091_15	2091	15
002092_02	2092	2
002092_03	2092	3
002092_04	2092	4
002092_09	2092	9
002092_12	2092	12
002092_14	2092	14
002093_02	2093	2
002093_04	2093	4
002093_09	2093	9
002094_01	2094	1
002094_02	2094	2
002094_15	2094	15
002095_04	2095	4
002095_05	2095	5
002096_03	2096	3
002096_04	2096	4
002096_12	2096	12
002097_04	2097	4
002097_08	2097	8
002097_09	2097	9
002097_13	2097	13
002097_16	2097	16
002098_04	2098	4
002098_05	2098	5
002099_02	2099	2
002099_03	2099	3
002099_04	2099	4
002099_12	2099	12
002100_05	2100	5
002100_09	2100	9
002100_14	2100	14
002102_03	2102	3
002102_04	2102	4
002102_05	2102	5
002102_12	2102	12
002103_02	2103	2
002103_04	2103	4
002103_09	2103	9
002103_18	2103	18
002104_08	2104	8
002105_01	2105	1
002105_02	2105	2
002105_15	2105	15
002106_08	2106	8
002106_17	2106	17
002107_11	2107	11
002107_16	2107	16
002108_05	2108	5
002108_14	2108	14
002109_05	2109	5
002110_05	2110	5
002110_06	2110	6
002110_16	2110	16
002111_05	2111	5
002112_06	2112	6
002112_08	2112	8
002114_08	2114	8
002115_01	2115	1
002115_02	2115	2
002115_09	2115	9
002116_02	2116	2
002116_03	2116	3
002116_04	2116	4
002116_09	2116	9
002117_08	2117	8
002117_15	2117	15
002118_16	2118	16
002119_11	2119	11
002120_08	2120	8
002120_11	2120	11
002121_11	2121	11
002121_16	2121	16
002122_11	2122	11
002122_16	2122	16
002123_03	2123	3
002123_04	2123	4
002123_05	2123	5
002123_08	2123	8
002123_09	2123	9
002124_04	2124	4
002124_05	2124	5
002124_09	2124	9
002125_05	2125	5
002125_08	2125	8
002125_14	2125	14
002126_01	2126	1
002126_06	2126	6
002126_13	2126	13
002126_16	2126	16
002130_06	2130	6
002130_08	2130	8
002130_14	2130	14
002131_08	2131	8
002132_08	2132	8
002133_02	2133	2
002133_05	2133	5
002134_05	2134	5
002134_09	2134	9
002134_15	2134	15
002135_02	2135	2
002135_04	2135	4
002135_12	2135	12
002136_05	2136	5
002136_15	2136	15
002137_03	2137	3
002137_04	2137	4
002138_02	2138	2
002138_03	2138	3
002138_04	2138	4
002138_08	2138	8
002138_09	2138	9
002139_02	2139	2
002139_03	2139	3
002139_04	2139	4
002139_08	2139	8
002140_02	2140	2
002140_09	2140	9
002141_02	2141	2
002141_03	2141	3
002141_04	2141	4
002141_05	2141	5
002142_02	2142	2
002142_03	2142	3
002142_04	2142	4
002142_12	2142	12
002142_18	2142	18
002143_02	2143	2
002143_09	2143	9
002143_14	2143	14
002144_05	2144	5
002144_14	2144	14
002145_05	2145	5
002145_08	2145	8
002145_14	2145	14
002146_08	2146	8
002146_14	2146	14
002147_02	2147	2
002147_08	2147	8
002147_09	2147	9
002148_05	2148	5
002148_09	2148	9
002148_11	2148	11
002149_05	2149	5
002149_09	2149	9
002149_11	2149	11
002150_02	2150	2
002150_05	2150	5
002151_05	2151	5
002152_04	2152	4
002152_05	2152	5
002153_01	2153	1
002153_02	2153	2
002154_08	2154	8
002154_14	2154	14
002155_05	2155	5
002155_08	2155	8
002156_05	2156	5
002156_08	2156	8
002156_14	2156	14
002159_06	2159	6
002159_11	2159	11
002159_16	2159	16
002160_08	2160	8
002160_11	2160	11
002160_16	2160	16
002161_02	2161	2
002161_04	2161	4
002161_09	2161	9
002162_02	2162	2
002162_04	2162	4
002162_09	2162	9
002163_05	2163	5
002163_11	2163	11
002164_01	2164	1
002164_05	2164	5
002164_08	2164	8
002164_11	2164	11
002165_05	2165	5
002165_08	2165	8
002166_06	2166	6
002166_08	2166	8
002166_14	2166	14
002166_16	2166	16
002167_01	2167	1
002167_11	2167	11
002167_16	2167	16
002169_05	2169	5
002170_01	2170	1
002170_05	2170	5
002171_05	2171	5
002171_08	2171	8
002171_14	2171	14
002172_05	2172	5
002172_08	2172	8
002174_05	2174	5
002174_09	2174	9
002175_08	2175	8
002175_14	2175	14
002176_06	2176	6
002176_08	2176	8
002176_16	2176	16
002177_05	2177	5
002177_16	2177	16
002178_16	2178	16
002179_16	2179	16
002180_16	2180	16
002181_08	2181	8
002181_13	2181	13
002181_14	2181	14
002181_16	2181	16
002182_08	2182	8
002182_10	2182	10
002182_16	2182	16
002183_02	2183	2
002183_08	2183	8
002183_13	2183	13
002183_16	2183	16
002184_05	2184	5
002184_13	2184	13
002185_16	2185	16
002186_06	2186	6
002186_08	2186	8
002186_10	2186	10
002186_16	2186	16
002187_13	2187	13
002187_14	2187	14
002187_16	2187	16
002188_08	2188	8
002190_08	2190	8
002193_01	2193	1
002193_02	2193	2
002193_09	2193	9
002194_01	2194	1
002194_06	2194	6
002194_08	2194	8
002195_05	2195	5
002196_01	2196	1
002201_08	2201	8
002202_08	2202	8
002202_17	2202	17
002203_06	2203	6
002203_08	2203	8
002203_16	2203	16
002204_13	2204	13
002204_16	2204	16
002205_05	2205	5
002205_14	2205	14
002206_10	2206	10
002206_13	2206	13
002206_16	2206	16
002207_08	2207	8
002208_08	2208	8
002208_13	2208	13
002208_16	2208	16
002210_16	2210	16
002211_16	2211	16
002212_08	2212	8
002212_16	2212	16
002226_08	2226	8
002227_06	2227	6
002227_08	2227	8
002227_16	2227	16
002231_08	2231	8
002232_11	2232	11
002232_13	2232	13
002232_15	2232	15
002232_16	2232	16
002236_08	2236	8
002239_05	2239	5
002239_08	2239	8
002240_08	2240	8
002241_05	2241	5
002243_05	2243	5
002243_08	2243	8
002243_14	2243	14
002244_05	2244	5
002244_14	2244	14
002245_05	2245	5
002245_08	2245	8
002245_14	2245	14
002247_05	2247	5
002248_05	2248	5
002248_08	2248	8
002248_14	2248	14
002249_05	2249	5
002252_05	2252	5
002252_08	2252	8
002253_05	2253	5
002253_09	2253	9
002255_05	2255	5
002256_11	2256	11
002256_15	2256	15
002257_05	2257	5
002257_14	2257	14
002259_05	2259	5
002259_14	2259	14
002260_06	2260	6
002260_08	2260	8
002261_05	2261	5
002262_05	2262	5
002262_08	2262	8
002262_14	2262	14
002263_08	2263	8
002263_09	2263	9
002263_16	2263	16
002264_05	2264	5
002264_06	2264	6
002265_02	2265	2
002265_05	2265	5
002266_05	2266	5
002266_14	2266	14
002267_13	2267	13
002267_16	2267	16
002268_06	2268	6
002268_08	2268	8
002268_16	2268	16
002269_08	2269	8
002269_14	2269	14
002271_08	2271	8
002272_08	2272	8
002273_01	2273	1
002273_05	2273	5
002273_06	2273	6
002273_16	2273	16
002275_01	2275	1
002275_02	2275	2
002275_15	2275	15
002278_01	2278	1
002278_06	2278	6
002278_16	2278	16
002279_11	2279	11
002279_16	2279	16
002280_06	2280	6
002281_01	2281	1
002281_06	2281	6
002281_08	2281	8
002282_05	2282	5
002282_08	2282	8
002283_08	2283	8
002286_05	2286	5
002287_11	2287	11
002287_15	2287	15
002287_16	2287	16
002288_01	2288	1
002288_11	2288	11
002288_15	2288	15
002288_16	2288	16
002289_05	2289	5
002289_06	2289	6
002289_08	2289	8
002290_05	2290	5
002290_08	2290	8
002291_08	2291	8
002291_09	2291	9
002291_14	2291	14
002292_05	2292	5
002292_14	2292	14
002294_02	2294	2
002294_03	2294	3
002294_04	2294	4
002294_05	2294	5
002294_09	2294	9
002295_05	2295	5
002296_05	2296	5
002297_02	2297	2
002297_08	2297	8
002297_09	2297	9
002297_14	2297	14
002298_16	2298	16
002300_05	2300	5
002301_05	2301	5
002301_12	2301	12
002302_05	2302	5
002303_08	2303	8
002303_12	2303	12
002304_08	2304	8
002306_05	2306	5
002307_01	2307	1
002307_06	2307	6
002310_08	2310	8
002311_15	2311	15
002312_08	2312	8
002313_08	2313	8
002314_08	2314	8
002315_05	2315	5
002315_11	2315	11
002315_16	2315	16
002316_08	2316	8
002316_09	2316	9
002316_13	2316	13
002316_14	2316	14
002318_05	2318	5
002318_08	2318	8
002320_08	2320	8
002320_16	2320	16
002321_05	2321	5
002321_08	2321	8
002321_09	2321	9
002322_01	2322	1
002322_15	2322	15
002322_17	2322	17
002323_07	2323	7
002324_05	2324	5
002324_08	2324	8
002324_14	2324	14
002324_17	2324	17
002325_05	2325	5
002327_09	2327	9
002327_11	2327	11
002327_16	2327	16
002328_11	2328	11
002328_18	2328	18
002329_06	2329	6
002329_08	2329	8
002330_05	2330	5
002330_07	2330	7
002331_05	2331	5
002331_08	2331	8
002331_14	2331	14
002332_06	2332	6
002332_08	2332	8
002333_08	2333	8
002334_01	2334	1
002334_16	2334	16
002335_05	2335	5
002336_08	2336	8
002337_08	2337	8
002338_11	2338	11
002338_13	2338	13
002338_16	2338	16
002339_05	2339	5
002339_14	2339	14
002340_14	2340	14
002342_05	2342	5
002342_08	2342	8
002344_01	2344	1
002344_02	2344	2
002344_08	2344	8
002344_16	2344	16
002346_13	2346	13
002346_15	2346	15
002346_16	2346	16
002347_08	2347	8
002348_08	2348	8
002349_05	2349	5
002349_16	2349	16
002350_05	2350	5
002351_08	2351	8
002352_05	2352	5
002352_08	2352	8
002353_01	2353	1
002353_16	2353	16
002354_03	2354	3
002354_04	2354	4
002354_05	2354	5
002355_02	2355	2
002355_03	2355	3
002355_04	2355	4
002355_05	2355	5
002356_05	2356	5
002357_08	2357	8
002358_08	2358	8
002358_17	2358	17
002359_05	2359	5
002360_08	2360	8
002361_05	2361	5
002362_08	2362	8
002363_08	2363	8
002363_11	2363	11
002363_15	2363	15
002364_01	2364	1
002364_11	2364	11
002364_15	2364	15
002364_16	2364	16
002365_01	2365	1
002365_15	2365	15
002366_01	2366	1
002366_02	2366	2
002366_09	2366	9
002366_11	2366	11
002367_02	2367	2
002367_09	2367	9
002367_14	2367	14
002367_15	2367	15
002367_16	2367	16
002368_02	2368	2
002368_15	2368	15
002369_05	2369	5
002369_08	2369	8
002369_14	2369	14
002370_01	2370	1
002370_02	2370	2
002370_08	2370	8
002371_05	2371	5
002371_06	2371	6
002371_13	2371	13
002372_05	2372	5
002373_01	2373	1
002373_02	2373	2
002373_09	2373	9
002374_05	2374	5
002374_08	2374	8
002375_05	2375	5
002376_01	2376	1
002376_02	2376	2
002376_16	2376	16
002377_11	2377	11
002377_15	2377	15
002378_05	2378	5
002378_06	2378	6
002379_05	2379	5
002379_06	2379	6
002380_05	2380	5
002380_06	2380	6
002381_05	2381	5
002381_06	2381	6
002382_05	2382	5
002382_06	2382	6
002383_05	2383	5
002383_06	2383	6
002384_02	2384	2
002384_04	2384	4
002384_08	2384	8
002385_05	2385	5
002385_14	2385	14
002387_05	2387	5
002387_06	2387	6
002388_08	2388	8
002388_14	2388	14
002389_06	2389	6
002389_11	2389	11
002389_16	2389	16
002390_05	2390	5
002391_06	2391	6
002391_08	2391	8
002391_16	2391	16
002392_04	2392	4
002392_05	2392	5
002392_08	2392	8
002393_01	2393	1
002393_08	2393	8
002393_14	2393	14
002393_15	2393	15
002394_03	2394	3
002394_12	2394	12
002395_05	2395	5
002395_08	2395	8
002396_05	2396	5
002396_08	2396	8
002396_14	2396	14
002398_05	2398	5
002398_08	2398	8
002399_02	2399	2
002399_04	2399	4
002399_09	2399	9
002400_04	2400	4
002400_08	2400	8
002400_09	2400	9
002401_18	2401	18
002402_01	2402	1
002402_02	2402	2
002402_16	2402	16
002403_01	2403	1
002403_02	2403	2
002403_08	2403	8
002403_16	2403	16
002404_01	2404	1
002404_02	2404	2
002404_16	2404	16
002404_17	2404	17
002405_01	2405	1
002405_02	2405	2
002405_05	2405	5
002405_14	2405	14
002406_01	2406	1
002406_02	2406	2
002406_05	2406	5
002406_14	2406	14
002407_05	2407	5
002407_15	2407	15
002408_05	2408	5
002408_15	2408	15
002409_01	2409	1
002409_08	2409	8
002410_01	2410	1
002410_08	2410	8
002411_01	2411	1
002411_08	2411	8
002412_01	2412	1
002412_08	2412	8
002413_05	2413	5
002413_06	2413	6
002413_13	2413	13
002413_16	2413	16
002414_01	2414	1
002414_02	2414	2
002414_04	2414	4
002414_09	2414	9
002414_13	2414	13
002414_16	2414	16
002415_08	2415	8
002415_14	2415	14
002416_05	2416	5
002417_05	2417	5
002417_08	2417	8
002418_05	2418	5
002419_08	2419	8
002419_16	2419	16
002420_08	2420	8
002421_01	2421	1
002421_02	2421	2
002421_08	2421	8
002422_01	2422	1
002422_02	2422	2
002422_04	2422	4
002422_08	2422	8
002423_05	2423	5
002424_05	2424	5
002424_14	2424	14
002425_06	2425	6
002427_01	2427	1
002427_08	2427	8
002427_17	2427	17
002428_11	2428	11
002428_15	2428	15
002429_01	2429	1
002429_02	2429	2
002429_08	2429	8
002429_09	2429	9
002429_16	2429	16
002430_02	2430	2
002430_04	2430	4
002430_08	2430	8
002431_05	2431	5
002431_08	2431	8
002432_08	2432	8
002433_08	2433	8
002435_08	2435	8
002436_05	2436	5
002436_08	2436	8
002436_17	2436	17
002439_08	2439	8
002442_08	2442	8
002443_08	2443	8
002443_14	2443	14
002445_08	2445	8
002446_11	2446	11
002446_16	2446	16
002447_05	2447	5
002447_08	2447	8
002448_11	2448	11
002448_15	2448	15
002450_02	2450	2
002450_05	2450	5
002450_15	2450	15
002451_11	2451	11
002453_08	2453	8
002453_09	2453	9
002454_11	2454	11
002454_13	2454	13
002454_15	2454	15
002455_08	2455	8
002455_11	2455	11
002455_15	2455	15
002455_16	2455	16
002456_11	2456	11
002456_15	2456	15
002457_01	2457	1
002457_05	2457	5
002458_05	2458	5
002458_06	2458	6
002459_11	2459	11
002460_11	2460	11
002462_11	2462	11
002463_05	2463	5
002465_11	2465	11
002467_06	2467	6
002467_08	2467	8
002467_13	2467	13
002467_16	2467	16
002468_01	2468	1
002468_05	2468	5
002468_14	2468	14
002468_16	2468	16
002469_05	2469	5
002469_08	2469	8
002470_02	2470	2
002470_05	2470	5
002471_01	2471	1
002471_02	2471	2
002471_05	2471	5
002472_05	2472	5
002473_05	2473	5
002474_08	2474	8
002475_01	2475	1
002475_13	2475	13
002475_16	2475	16
002476_01	2476	1
002476_17	2476	17
002477_02	2477	2
002478_05	2478	5
002478_18	2478	18
002481_08	2481	8
002481_14	2481	14
002482_05	2482	5
002482_14	2482	14
002483_02	2483	2
002483_05	2483	5
002483_16	2483	16
002485_05	2485	5
002485_14	2485	14
002488_08	2488	8
002488_11	2488	11
002488_16	2488	16
002490_01	2490	1
002490_16	2490	16
002491_05	2491	5
002491_14	2491	14
002492_05	2492	5
002492_14	2492	14
002493_08	2493	8
002494_07	2494	7
002495_03	2495	3
002495_15	2495	15
002496_05	2496	5
002496_14	2496	14
002497_14	2497	14
002498_05	2498	5
002498_15	2498	15
002500_05	2500	5
002501_08	2501	8
002502_05	2502	5
002502_06	2502	6
002503_08	2503	8
002504_05	2504	5
002504_08	2504	8
002505_08	2505	8
002505_13	2505	13
002505_16	2505	16
002506_05	2506	5
002506_08	2506	8
002506_14	2506	14
002511_06	2511	6
002511_10	2511	10
002512_08	2512	8
002513_11	2513	11
002514_05	2514	5
002514_11	2514	11
002515_11	2515	11
002516_11	2516	11
002517_11	2517	11
002518_05	2518	5
002520_08	2520	8
002521_01	2521	1
002521_08	2521	8
002521_16	2521	16
002522_08	2522	8
002523_08	2523	8
002523_16	2523	16
002524_01	2524	1
002524_02	2524	2
002524_08	2524	8
002524_16	2524	16
002525_01	2525	1
002525_11	2525	11
002525_15	2525	15
002526_15	2526	15
002527_01	2527	1
002527_15	2527	15
002527_16	2527	16
002527_18	2527	18
002528_01	2528	1
002528_02	2528	2
002528_15	2528	15
002529_01	2529	1
002529_08	2529	8
002529_15	2529	15
002530_01	2530	1
002530_15	2530	15
002531_01	2531	1
002531_15	2531	15
002532_01	2532	1
002532_15	2532	15
002533_01	2533	1
002533_15	2533	15
002534_01	2534	1
002535_01	2535	1
002535_08	2535	8
002535_16	2535	16
002537_02	2537	2
002538_07	2538	7
002539_05	2539	5
002540_01	2540	1
002540_06	2540	6
002540_08	2540	8
002540_16	2540	16
002541_08	2541	8
002542_05	2542	5
002542_06	2542	6
002542_16	2542	16
002544_08	2544	8
002544_14	2544	14
002546_08	2546	8
002548_11	2548	11
002549_01	2549	1
002549_15	2549	15
002550_11	2550	11
002550_16	2550	16
002551_08	2551	8
002551_11	2551	11
002551_16	2551	16
002552_05	2552	5
002553_11	2553	11
002553_15	2553	15
002553_16	2553	16
002554_11	2554	11
002554_15	2554	15
002554_16	2554	16
002555_05	2555	5
002557_08	2557	8
002557_16	2557	16
002558_05	2558	5
002558_14	2558	14
002559_03	2559	3
002559_04	2559	4
002560_11	2560	11
002560_16	2560	16
002561_06	2561	6
002561_16	2561	16
002563_08	2563	8
002565_08	2565	8
002565_12	2565	12
002565_14	2565	14
002566_03	2566	3
002566_04	2566	4
002567_05	2567	5
002568_01	2568	1
002568_06	2568	6
002570_08	2570	8
002570_14	2570	14
002571_01	2571	1
002571_15	2571	15
002571_16	2571	16
002572_05	2572	5
002572_14	2572	14
002573_08	2573	8
002573_12	2573	12
002574_05	2574	5
002575_08	2575	8
002577_05	2577	5
002577_08	2577	8
002579_06	2579	6
002579_13	2579	13
002579_16	2579	16
002580_05	2580	5
002580_06	2580	6
002581_05	2581	5
002581_14	2581	14
002582_01	2582	1
002582_05	2582	5
002583_05	2583	5
002583_08	2583	8
002585_08	2585	8
002585_14	2585	14
002586_05	2586	5
002586_06	2586	6
002586_16	2586	16
002587_05	2587	5
002587_06	2587	6
002587_08	2587	8
002589_05	2589	5
002589_08	2589	8
002589_14	2589	14
002590_08	2590	8
002593_05	2593	5
002594_08	2594	8
002594_14	2594	14
002594_15	2594	15
002594_16	2594	16
002596_05	2596	5
002596_08	2596	8
002597_05	2597	5
002597_14	2597	14
002598_05	2598	5
002599_05	2599	5
002600_01	2600	1
002600_15	2600	15
002600_16	2600	16
002605_06	2605	6
002605_16	2605	16
002606_05	2606	5
002606_11	2606	11
002607_08	2607	8
002607_14	2607	14
002609_08	2609	8
002611_08	2611	8
002612_08	2612	8
002612_10	2612	10
002613_05	2613	5
002613_11	2613	11
002613_15	2613	15
002614_01	2614	1
002614_11	2614	11
002614_15	2614	15
002615_02	2615	2
002615_15	2615	15
002616_01	2616	1
002616_06	2616	6
002617_01	2617	1
002617_02	2617	2
002617_05	2617	5
002617_09	2617	9
002617_11	2617	11
002617_16	2617	16
002618_05	2618	5
002620_08	2620	8
002620_14	2620	14
002622_05	2622	5
002622_09	2622	9
002623_05	2623	5
002624_08	2624	8
002624_09	2624	9
002625_01	2625	1
002625_02	2625	2
002625_06	2625	6
002625_15	2625	15
002625_16	2625	16
002628_01	2628	1
002628_02	2628	2
002628_15	2628	15
002629_05	2629	5
002629_14	2629	14
002630_08	2630	8
002632_02	2632	2
002632_08	2632	8
002632_13	2632	13
002633_11	2633	11
002633_14	2633	14
002634_11	2634	11
002639_08	2639	8
002640_01	2640	1
002640_02	2640	2
002640_15	2640	15
002641_01	2641	1
002641_15	2641	15
002642_01	2642	1
002642_02	2642	2
002642_15	2642	15
002643_01	2643	1
002643_02	2643	2
002643_15	2643	15
002644_11	2644	11
002648_08	2648	8
002648_11	2648	11
002648_15	2648	15
002651_11	2651	11
002652_11	2652	11
002654_08	2654	8
002654_09	2654	9
002654_11	2654	11
002655_11	2655	11
002656_11	2656	11
002656_15	2656	15
002657_05	2657	5
002657_11	2657	11
002657_12	2657	12
002657_15	2657	15
002659_05	2659	5
002659_07	2659	7
002660_11	2660	11
002660_15	2660	15
002661_15	2661	15
002662_01	2662	1
002662_08	2662	8
002662_15	2662	15
002664_11	2664	11
002664_15	2664	15
002664_16	2664	16
002665_15	2665	15
002668_11	2668	11
002668_15	2668	15
002669_17	2669	17
002670_17	2670	17
002671_05	2671	5
002671_14	2671	14
002672_08	2672	8
002672_15	2672	15
002672_16	2672	16
002674_08	2674	8
002674_09	2674	9
002676_08	2676	8
002676_16	2676	16
002677_07	2677	7
002677_12	2677	12
002681_05	2681	5
002681_14	2681	14
002681_15	2681	15
002682_08	2682	8
002683_01	2683	1
002683_02	2683	2
002683_05	2683	5
002686_08	2686	8
002686_13	2686	13
002687_02	2687	2
002687_03	2687	3
002687_04	2687	4
002687_08	2687	8
002688_06	2688	6
002688_08	2688	8
002688_13	2688	13
002688_16	2688	16
002690_05	2690	5
002690_14	2690	14
002691_08	2691	8
002692_01	2692	1
002692_06	2692	6
002693_07	2693	7
002694_05	2694	5
002695_08	2695	8
002696_05	2696	5
002697_05	2697	5
002697_08	2697	8
002697_14	2697	14
002698_15	2698	15
002699_05	2699	5
002699_11	2699	11
002700_03	2700	3
002700_05	2700	5
002700_12	2700	12
002701_01	2701	1
002701_05	2701	5
002701_15	2701	15
002701_18	2701	18
002702_08	2702	8
002706_05	2706	5
002706_14	2706	14
002707_16	2707	16
002708_14	2708	14
002709_04	2709	4
002709_05	2709	5
002710_08	2710	8
002710_11	2710	11
002710_16	2710	16
002712_08	2712	8
002712_13	2712	13
002712_16	2712	16
002713_11	2713	11
002713_16	2713	16
002716_01	2716	1
002716_05	2716	5
002716_15	2716	15
002717_05	2717	5
002717_09	2717	9
002717_15	2717	15
002718_05	2718	5
002719_11	2719	11
002719_16	2719	16
002720_01	2720	1
002720_02	2720	2
002720_04	2720	4
002720_05	2720	5
002722_01	2722	1
002722_11	2722	11
002722_15	2722	15
002722_16	2722	16
002723_01	2723	1
002723_05	2723	5
002723_09	2723	9
002724_05	2724	5
002724_14	2724	14
002725_08	2725	8
002726_06	2726	6
002726_10	2726	10
002727_06	2727	6
002727_10	2727	10
002728_01	2728	1
002728_08	2728	8
002728_14	2728	14
002728_17	2728	17
002729_08	2729	8
002729_14	2729	14
002730_08	2730	8
002730_14	2730	14
002730_17	2730	17
002731_06	2731	6
002731_08	2731	8
002732_08	2732	8
002732_14	2732	14
002733_02	2733	2
002733_05	2733	5
002733_14	2733	14
002734_02	2734	2
002734_08	2734	8
002734_16	2734	16
002735_01	2735	1
002735_02	2735	2
002735_05	2735	5
002735_09	2735	9
002735_13	2735	13
002736_05	2736	5
002737_01	2737	1
002737_08	2737	8
002737_16	2737	16
002738_05	2738	5
002738_08	2738	8
002739_08	2739	8
002740_11	2740	11
002740_15	2740	15
002741_01	2741	1
002741_06	2741	6
002741_16	2741	16
002742_05	2742	5
002742_08	2742	8
002743_08	2743	8
002744_08	2744	8
002745_08	2745	8
002746_05	2746	5
002746_11	2746	11
002746_12	2746	12
002747_05	2747	5
002747_11	2747	11
002748_01	2748	1
002748_02	2748	2
002748_05	2748	5
002749_08	2749	8
002749_13	2749	13
002750_05	2750	5
002750_08	2750	8
002751_05	2751	5
002751_08	2751	8
002752_05	2752	5
002752_13	2752	13
002754_11	2754	11
002757_08	2757	8
002759_05	2759	5
002761_02	2761	2
002761_03	2761	3
002761_04	2761	4
002761_08	2761	8
002761_15	2761	15
002762_08	2762	8
002762_11	2762	11
002762_13	2762	13
002763_01	2763	1
002763_13	2763	13
002764_06	2764	6
002764_08	2764	8
002764_14	2764	14
002764_16	2764	16
002765_05	2765	5
002765_08	2765	8
002766_05	2766	5
002766_08	2766	8
002769_06	2769	6
002769_08	2769	8
002770_05	2770	5
002771_08	2771	8
002772_05	2772	5
002774_05	2774	5
002774_14	2774	14
002775_08	2775	8
002779_05	2779	5
002782_11	2782	11
002784_11	2784	11
002786_05	2786	5
002787_11	2787	11
002788_05	2788	5
002789_11	2789	11
002790_11	2790	11
002790_16	2790	16
002791_05	2791	5
002792_05	2792	5
002793_05	2793	5
002793_11	2793	11
002793_14	2793	14
002793_16	2793	16
002794_02	2794	2
002794_05	2794	5
002794_14	2794	14
002795_05	2795	5
002796_05	2796	5
002797_05	2797	5
002797_08	2797	8
002797_09	2797	9
002797_14	2797	14
002798_04	2798	4
002798_05	2798	5
002799_05	2799	5
002800_02	2800	2
002800_03	2800	3
002800_04	2800	4
002800_08	2800	8
002800_09	2800	9
002801_08	2801	8
002801_14	2801	14
002802_01	2802	1
002802_08	2802	8
002802_14	2802	14
002802_16	2802	16
002803_06	2803	6
002803_08	2803	8
002803_13	2803	13
002803_14	2803	14
002803_16	2803	16
002804_04	2804	4
002804_05	2804	5
002805_05	2805	5
002805_14	2805	14
002806_05	2806	5
002806_16	2806	16
